id;age;gender;country
1466;43;f;ES
1467;41;NA;ES
1468;NA;f;ES
1469;35;m;0
1470;40;f;PE
1471;NA;NA;ES
1472;32;f;ES
1473;34;f;ES
1474;51;f;BR
1475;NA;f;ES
1476;23;f;EC
1477;50;m;EC
1478;26;m;CL
1479;46;f;ES
1480;54;m;ES
1481;49;m;AU
1482;22;m;AR
1483;22;m;AR
1484;33;m;BR
1485;31;m;BR
1486;30;m;ES
1487;56;f;PA
1488;24;f;CO
1489;55;f;ES
1490;29;f;AR
1491;28;f;MX
1492;41;f;MX
1493;54;f;VE
1494;52;m;ES
1495;28;f;HN
1496;33;m;MX
1497;40;f;PT
1498;NA;NA;CO
1499;28;f;PA
1500;NA;NA;ES
1501;36;m;CO
1502;39;m;ES
1503;NA;NA;GB
1504;43;f;AR
1505;22;m;DO
1506;43;m;MX
1507;44;m;PE
1508;57;f;AR
1509;34;m;MX
1510;54;f;BR
1511;35;m;MX
1512;43;f;MX
1513;30;m;MX
1514;23;f;PE
1515;55;m;MX
1516;34;f;RO
1517;58;m;MX
1518;32;m;MX
1519;24;f;MX
1520;NA;NA;MX
1521;28;f;PE
1522;26;f;MX
1523;29;m;MX
1524;27;m;MX
1525;27;f;ES
1526;24;f;GT
1527;27;f;MX
1528;26;f;PE
1529;26;f;CL
1530;23;m;EC
1531;NA;f;ES
1532;29;f;ES
1533;24;f;ES
1534;31;f;BR
1535;29;f;0
1536;29;f;BR
1537;63;f;PT
1538;27;f;ES
1539;28;f;ES
1540;29;f;BR
1541;29;f;ES
1542;32;f;CR
1543;20;f;ES
1544;27;f;ES
1545;41;f;ES
1546;23;f;MX
1547;25;f;MX
1548;NA;NA;ES
1549;37;f;MX
1550;43;f;PE
1551;22;m;BR
1552;25;f;CO
1553;NA;NA;BR
1554;39;f;ES
1555;28;f;MX
1556;33;f;MX
1557;41;f;UY
1558;35;m;EC
1559;31;m;CO
1560;51;NA;BR
1561;29;m;CO
1562;26;m;MX
1563;31;f;MX
1564;21;f;MX
1565;29;f;PE
1566;18;f;MX
1567;31;f;PE
1568;51;m;CL
1569;33;f;BR
1570;37;f;ES
1571;41;f;ES
1572;27;f;CL
1573;40;m;CM
1574;24;m;PE
1575;42;f;AR
1576;NA;NA;MX
1577;21;m;MX
1578;29;f;0
1579;32;f;BR
1580;NA;NA;ES
1581;59;m;CL
1582;24;f;PE
1583;33;m;ES
1584;36;f;MX
1585;22;f;AR
1586;29;m;EC
1587;35;f;PA
1588;53;m;BR
1589;NA;f;GB
1590;47;f;PT
1591;25;f;MX
1592;52;f;MX
1593;35;f;MX
1594;26;m;ES
1595;26;m;PE
1596;35;m;MX
1597;27;m;ES
1598;22;f;PE
1599;24;m;ES
1600;30;NA;ES
1601;53;m;MX
1602;28;m;GT
1603;21;m;ES
1604;24;m;ES
1605;46;m;AR
1606;34;m;MX
1607;38;m;ES
1608;40;m;ES
1609;33;m;CL
1610;39;m;CR
1611;21;f;MX
1612;NA;NA;ES
1613;31;m;PE
1614;49;m;BR
1615;34;f;MX
1616;26;f;BR
1617;32;f;PT
1618;NA;f;UY
1619;28;f;BR
1620;NA;f;PR
1621;23;m;PE
1622;36;m;EC
1623;27;m;PE
1624;NA;NA;EC
1625;22;f;BR
1626;26;f;CO
1627;27;f;BR
1628;36;f;ES
1629;25;f;NG
1630;NA;NA;BR
1631;24;f;CO
1632;54;f;CR
1633;36;f;EC
1634;28;f;CO
1635;32;f;GT
1636;30;f;CL
1637;24;f;PE
1638;56;m;CL
1639;28;f;MX
1640;33;f;BR
1641;28;f;US
1642;23;f;EC
1643;NA;NA;BR
1644;54;f;BR
1645;22;NA;CO
1646;29;f;PE
1647;26;f;PT
1648;24;f;MX
1649;NA;NA;ES
1650;21;m;CO
1651;29;m;MX
1652;43;m;BR
1653;25;m;ES
1654;26;f;PE
1655;29;NA;CL
1656;48;m;UY
1657;45;m;VE
1658;22;m;PE
1659;62;m;PE
1660;NA;NA;ES
1661;36;f;PE
1662;28;m;HN
1663;25;f;PE
1664;29;f;PE
1665;26;m;PE
1666;27;m;CO
1667;27;f;PE
1668;NA;NA;CO
1669;45;m;KE
1670;31;f;MX
1671;21;f;MX
1672;20;f;PE
1673;27;m;PE
1674;NA;NA;ES
1675;44;f;AR
1676;54;m;ES
1677;37;f;EC
1678;29;m;CR
1679;NA;NA;ES
1680;41;m;PA
1681;28;m;PE
1682;NA;m;ES
1683;36;m;MX
1684;29;m;MX
1685;29;m;ES
1686;24;m;BR
1687;29;m;ES
1688;44;m;PR
1689;67;m;PT
1690;26;m;PE
1691;44;f;ES
1692;39;m;ES
1693;59;m;PT
1694;23;m;GT
1695;48;m;ES
1696;38;m;MX
1697;31;m;CL
1698;NA;m;ES
1699;33;m;PA
1700;24;m;CL
1701;25;m;CL
1702;28;m;ES
1703;37;m;ES
1704;26;f;BR
1705;20;f;BR
1706;36;f;PA
1707;41;f;MX
1708;35;m;ES
1709;27;m;PT
1710;25;m;EC
1711;21;m;BR
1712;39;m;BR
1713;NA;m;BR
1714;38;f;PT
1715;27;f;MX
1716;28;m;HN
1717;28;m;PE
1718;43;m;BR
1719;47;m;BR
1720;23;f;PE
1721;21;f;MX
1722;28;f;DO
1723;34;m;PE
1724;50;m;EC
1725;33;f;BR
1726;NA;NA;ES
1727;28;m;BR
1728;NA;m;ES
1729;22;m;PE
1730;NA;NA;ES
1731;22;m;GT
1732;22;m;MX
1733;26;m;CR
1734;33;m;MX
1735;36;m;PT
1736;54;m;CO
1737;70;m;BR
1738;29;m;PE
1739;28;m;EC
1740;26;m;CL
1741;19;m;PE
1742;26;m;HN
1743;36;m;PE
1744;46;m;PT
1745;33;m;PE
1746;23;m;EC
1747;NA;NA;AR
1748;21;m;MX
1749;25;f;PE
1750;30;m;CO
1751;25;f;AR
1752;28;m;MX
1753;24;f;ES
1754;22;m;PE
1755;NA;f;PE
1756;22;m;PE
1757;29;m;PE
1758;26;m;ES
1759;35;m;0
1760;32;m;CR
1761;33;m;PE
1762;26;f;GT
1763;NA;NA;PT
1764;44;m;GT
1765;39;m;AR
1766;52;m;MX
1767;29;m;BR
1768;55;m;ES
1769;22;m;CO
1770;55;m;DE
1771;34;f;BR
1772;48;m;ES
1773;35;f;MX
1774;29;m;MX
1775;47;m;BR
1776;35;m;GT
1777;31;m;PA
1778;23;m;PE
1779;57;f;ES
1780;21;m;0
1781;31;m;PA
1782;38;m;MX
1783;26;m;ES
1784;40;m;AR
1785;65;m;ES
1786;24;m;CR
1787;45;m;ES
1788;22;m;ES
1789;31;m;AR
1790;31;m;CO
1791;17;m;MX
1792;35;m;MX
1793;30;m;CL
1794;29;f;MX
1795;56;m;ES
1796;22;f;PE
1797;28;f;CL
1798;NA;m;MX
1799;NA;f;MX
1800;NA;NA;NL
1801;19;f;BR
1802;23;f;PE
1803;NA;f;BR
1804;30;f;BR
1805;20;f;ES
1806;22;f;PT
1807;27;m;UY
1808;31;f;BR
1809;37;f;0
1810;38;f;BR
1811;22;f;CO
1812;25;m;CO
1813;27;m;CO
1814;28;f;CH
1815;NA;f;MX
1816;37;f;CO
1817;22;f;AR
1818;23;m;MX
1819;NA;m;ES
1820;23;f;AR
1821;26;f;ES
1822;29;f;CO
1823;24;f;ES
1824;21;f;BR
1825;NA;NA;PK
1826;30;m;HT
1827;23;f;MX
1828;30;f;BR
1829;NA;NA;PE
1830;22;f;BR
1831;31;f;BR
1832;33;f;KE
1833;20;f;MX
1834;52;f;MX
1835;25;f;0
1836;NA;f;MX
1837;26;f;BR
1838;25;f;PE
1839;26;f;BR
1840;23;f;BR
1841;33;f;MX
1842;22;f;MX
1843;39;f;MX
1844;34;f;MX
1845;21;f;MX
1846;22;f;PE
1847;27;f;MX
1848;41;f;CL
1849;37;f;CR
1850;27;f;MX
1851;NA;NA;ES
1852;27;f;PA
1853;35;f;PL
1854;21;f;MX
1855;NA;f;CO
1856;25;f;ES
1857;19;f;GT
1858;29;f;CL
1859;45;f;CR
1860;30;f;CL
1861;NA;NA;CO
1862;25;f;BR
1863;27;f;PE
1864;NA;NA;PE
1865;NA;f;MX
1866;56;f;BR
1867;25;f;BE
1868;22;f;PE
1869;42;f;HN
1870;28;m;PA
1871;34;f;MX
1872;36;f;BR
1873;NA;m;CR
1874;24;m;BR
1875;37;f;PE
1876;25;f;BO
1877;27;f;ES
1878;25;f;CL
1879;41;m;NL
1880;25;f;MX
1881;23;f;PE
1882;28;f;FR
1883;27;f;0
1884;NA;m;BR
1885;20;m;MX
1886;26;f;HN
1887;36;f;CR
1888;26;m;BR
1889;50;f;BR
1890;40;m;BR
1891;34;f;PE
1892;38;m;EC
1893;NA;f;PE
1894;27;f;MX
1895;34;f;CL
1896;27;f;PE
1897;34;f;HN
1898;33;m;AR
1899;53;NA;MX
1900;29;f;MX
1901;34;f;EC
1902;55;f;BR
1903;29;f;BR
1904;29;f;CL
1905;46;f;ES
1906;31;f;ES
1907;NA;m;PE
1908;59;m;DE
1909;31;f;AR
1910;32;f;ES
1911;25;f;AR
1912;34;f;MX
1913;27;f;BR
1914;21;f;BR
1915;24;f;BR
1916;20;f;BR
1917;24;f;BR
1918;52;m;VE
1919;49;m;CL
1920;NA;f;MX
1921;23;f;CO
1922;NA;f;MX
1923;21;f;CR
1924;NA;f;AR
1925;NA;f;ES
1926;25;f;CO
1927;45;f;BR
1928;29;f;CO
1929;33;f;ES
1930;25;f;CO
1931;NA;f;ES
1932;37;f;MX
1933;23;f;CO
1934;25;f;MX
1935;NA;NA;ES
1936;20;f;ES
1937;20;f;ES
1938;28;f;HN
1939;NA;f;ES
1940;35;f;BR
1941;41;f;BR
1942;35;f;MX
1943;46;f;ES
1944;37;f;0
1945;37;f;ES
1946;23;f;NL
1947;NA;NA;BR
1948;23;f;HN
1949;31;m;CG
1950;24;f;MX
1951;45;f;MX
1952;NA;f;MX
1953;31;m;MX
1954;21;f;BR
1955;56;f;MX
1956;24;f;ES
1957;NA;NA;BR
1958;43;f;UY
1959;23;f;CO
1960;NA;NA;BR
1961;40;m;BR
1962;39;f;BR
1963;25;m;ES
1964;53;f;BR
1965;22;f;MX
1966;44;m;MX
1967;23;f;CR
1968;26;m;BR
1969;29;m;MX
1970;34;m;NL
1971;NA;NA;PE
1972;27;f;MX
1973;21;f;CR
1974;22;f;MX
1975;NA;NA;PE
1976;26;f;BR
1977;36;f;BR
1978;25;f;BR
1979;27;f;AR
1980;25;f;BR
1981;22;f;UY
1982;27;f;MX
1983;30;f;ES
1984;NA;f;MX
1985;23;f;GT
1986;44;f;CO
1987;45;m;CR
1988;47;f;MX
1989;25;m;ES
1990;29;f;BR
1991;25;f;CO
1992;29;f;MX
1993;30;f;UY
1994;33;m;AR
1995;25;m;MX
1996;36;f;CO
1997;NA;f;PE
1998;26;f;BO
1999;NA;NA;ES
2000;22;f;ES
2001;23;f;EC
2002;58;f;NL
2003;NA;f;BR
2004;28;f;BR
2005;26;f;EC
2006;37;f;EC
2007;41;f;CL
2008;47;f;MX
2009;44;f;CO
2010;27;f;BR
2011;NA;NA;UY
2012;44;f;ES
2013;27;f;CO
2014;42;f;CL
2015;22;f;PE
2016;25;f;CL
2017;26;f;AR
2018;24;f;EC
2019;32;m;MX
2020;26;m;BR
2021;21;f;MX
2022;26;f;0
2023;30;f;MX
2024;21;f;CO
2025;NA;NA;MX
2026;40;f;PE
2027;42;f;GB
2028;39;m;ES
2029;35;f;MX
2030;45;m;MX
2031;44;m;PT
2032;45;f;AR
2033;NA;NA;ES
2034;27;f;MX
2035;22;f;ES
2036;37;f;EC
2037;21;f;MX
2038;27;NA;ES
2039;31;f;PT
2040;27;f;AR
2041;47;f;AR
2042;39;m;MX
2043;NA;NA;PT
2044;22;f;MX
2045;42;f;MX
2046;53;f;MX
2047;24;f;DE
2048;27;f;MX
2049;19;f;MX
2050;37;f;MX
2051;NA;f;CL
2052;40;f;CL
2053;22;f;BR
2054;27;m;MX
2055;NA;f;PE
2056;45;m;MX
2057;24;f;UY
2058;22;f;BR
2059;35;f;AU
2060;NA;f;CO
2061;23;f;BR
2062;29;m;BR
2063;38;f;MX
2064;48;m;VE
2065;24;m;CL
2066;21;m;BR
2067;23;m;BR
2068;28;m;BR
2069;25;m;BR
2070;23;m;BR
2071;47;m;MX
2072;22;f;AR
2073;35;f;GT
2074;22;f;ES
2075;30;f;BR
2076;NA;NA;PE
2077;25;f;CO
2078;NA;NA;AR
2079;24;f;AR
2080;22;f;PE
2081;40;f;GB
2082;30;f;MX
2083;39;f;MX
2084;NA;NA;US
2085;32;m;CR
2086;NA;NA;BR
2087;21;m;MX
2088;21;m;MX
2089;21;m;EC
2090;25;f;CO
2091;22;f;PE
2092;28;f;CO
2093;22;f;SV
2094;40;f;0
2095;34;m;VE
2096;22;m;VE
2097;34;m;PE
2098;26;m;CO
2099;27;m;CR
2100;NA;NA;CL
2101;33;m;MX
2102;28;m;MX
2103;54;m;BR
2104;26;f;BR
2105;27;f;BR
2106;NA;NA;BR
2107;54;m;BR
2108;35;m;BR
2109;21;m;CO
2110;28;f;AR
2111;29;f;BR
2112;22;f;0
2113;NA;f;MX
2114;54;f;PA
2115;22;f;MX
2116;23;f;ES
2117;35;m;MX
2118;NA;NA;VE
2119;34;m;PE
2120;34;f;GT
2121;23;f;PE
2122;26;f;MX
2123;37;f;CO
2124;36;f;CL
2125;51;f;0
2126;34;f;DO
2127;35;f;PT
2128;23;m;CO
2129;26;f;PA
2130;23;m;MX
2131;21;f;BR
2132;25;f;BR
2133;NA;f;0
2134;26;f;PE
2135;26;f;PE
2136;NA;f;ES
2137;NA;f;IL
2138;27;f;AU
2139;29;f;EC
2140;NA;f;GT
2141;NA;NA;MX
2142;27;f;CL
2143;37;f;CL
2144;36;f;ES
2145;27;f;AR
2146;30;f;CL
2147;32;m;EC
2148;30;f;EC
2149;40;f;MX
2150;21;f;MX
2151;26;f;PE
2152;26;m;PE
2153;29;f;MX
2154;64;f;0
2155;37;f;CL
2156;NA;NA;KE
2157;NA;NA;BR
2158;23;f;CO
2159;27;f;MX
2160;32;f;PY
2161;26;f;BR
2162;30;f;BR
2163;28;f;PE
2164;25;f;AR
2165;25;f;ES
2166;29;f;EC
2167;25;m;EC
2168;22;m;ES
2169;39;f;PE
2170;21;m;MX
2171;37;f;MX
2172;33;m;MX
2173;23;f;MX
2174;21;f;CR
2175;22;f;CR
2176;NA;NA;AR
2177;37;f;CO
2178;43;f;CU
2179;56;m;MX
2180;41;f;MX
2181;46;NA;PE
2182;27;f;IT
2183;29;m;MX
2184;NA;m;ES
2185;51;m;PA
2186;NA;NA;PT
2187;33;f;MX
2188;41;m;CL
2189;NA;f;CL
2190;51;m;BR
2191;33;f;ES
2192;NA;NA;ES
2193;28;f;SV
2194;44;f;ES
2195;40;f;PE
2196;26;m;MX
2197;30;f;CO
2198;38;f;BR
2199;25;f;AR
2200;20;f;PE
2201;35;f;BR
2202;27;f;BR
2203;19;f;BR
2204;21;m;BR
2205;55;m;AR
2206;67;f;BR
2207;34;f;CL
2208;37;f;AR
2209;43;m;DE
2210;43;m;NL
2211;20;m;MX
2212;NA;m;ES
2213;NA;m;ES
2214;47;m;BR
2215;42;m;MX
2216;42;f;ES
2217;37;f;PT
2218;NA;f;PT
2219;27;f;SV
2220;59;f;ES
2221;21;f;PE
2222;22;f;BR
2223;32;f;ES
2224;36;f;VE
2225;25;f;BR
2226;NA;NA;FR
2227;31;f;ES
2228;32;f;0
2229;28;f;ES
2230;29;f;BO
2231;NA;f;ES
2232;26;f;ES
2233;30;f;MX
2234;51;f;MX
2235;NA;NA;ES
2236;NA;NA;ES
2237;23;f;HN
2238;24;f;BR
2239;19;f;BR
2240;21;f;CO
2241;38;f;ES
2242;32;f;AR
2243;20;f;BR
2244;33;f;AR
2245;25;f;MX
2246;41;f;VE
2247;23;f;ES
2248;31;f;ES
2249;22;f;BR
2250;27;f;BR
2251;28;f;CO
2252;30;f;AR
2253;46;f;AR
2254;22;m;MX
2255;18;f;BR
2256;26;f;PT
2257;19;f;CR
2258;20;f;PE
2259;25;f;MX
2260;23;f;MX
2261;33;f;MX
2262;22;f;MX
2263;28;f;BR
2264;37;f;0
2265;NA;NA;BR
2266;41;m;AR
2267;37;f;UY
2268;NA;NA;ES
2269;NA;f;CO
2270;21;f;CO
2271;24;f;MX
2272;57;f;BR
2273;25;f;MX
2274;NA;NA;MX
2275;26;f;BR
2276;NA;f;MX
2277;30;f;CR
2278;45;f;ES
2279;26;f;MX
2280;23;f;PE
2281;21;f;MX
2282;32;f;ES
2283;23;f;MX
2284;33;f;BR
2285;38;f;ES
2286;37;f;BR
2287;30;f;BR
2288;38;f;AR
2289;24;f;CR
2290;23;f;EC
2291;NA;NA;AR
2292;23;f;MX
2293;31;f;AR
2294;30;f;ES
2295;NA;NA;CL
2296;20;f;AR
2297;28;f;BR
2298;41;f;AR
2299;28;f;0
2300;32;o;ES
2301;27;m;IT
2302;NA;m;PE
2303;38;m;BR
2304;20;m;PE
2305;NA;NA;ES
2306;51;f;0
2307;NA;NA;MX
2308;44;f;PE
2309;21;f;NO
2310;21;f;MX
2311;25;f;PE
2312;35;m;SV
2313;NA;NA;ES
2314;21;f;MX
2315;26;f;0
2316;27;m;BR
2317;NA;f;MX
2318;24;f;ES
2319;50;f;ES
2320;NA;f;PT
2321;29;f;GB
2322;27;f;BR
2323;27;f;PT
2324;21;f;ES
2325;23;f;ES
2326;NA;NA;ES
2327;29;f;ES
2328;34;f;0
2329;61;f;MX
2330;26;f;EC
2331;39;m;ES
2332;25;f;IT
2333;30;f;AR
2334;27;m;PT
2335;50;m;PE
2336;NA;NA;ES
2337;NA;NA;ES
2338;21;f;MX
2339;29;f;0
2340;24;f;AU
2341;35;f;CO
2342;33;f;GB
2343;22;f;PE
2344;34;f;MX
2345;28;f;ES
2346;24;f;PE
2347;26;f;CO
2348;28;f;MX
2349;23;f;ES
2350;32;f;CL
2351;42;f;DO
2352;20;f;CL
2353;37;m;BR
2354;30;m;AO
2355;39;m;BR
2356;24;m;CL
2357;27;f;BR
2358;31;f;CL
2359;62;m;BR
2360;32;m;AU
2361;50;f;CO
2362;39;f;MX
2363;NA;m;AR
2364;28;m;VE
2365;32;f;PE
2366;21;f;BR
2367;53;m;MX
2368;42;f;BR
2369;37;f;BR
2370;20;f;PE
2371;21;f;PE
2372;23;f;BR
2373;21;f;PE
2374;20;f;ES
2375;22;f;NI
2376;33;f;ES
2377;NA;f;ES
2378;37;m;BR
2379;26;f;AR
2380;31;f;EC
2381;37;m;CL
2382;34;f;BR
2383;31;m;PE
2384;35;f;ES
2385;NA;m;ES
2386;27;f;CO
2387;27;m;MX
2388;41;f;AR
2389;37;f;AR
2390;40;f;ES
2391;21;f;PE
2392;21;f;PE
2393;23;f;BO
2394;57;m;ES
2395;41;f;ES
2396;43;f;AR
2397;21;f;PE
2398;22;f;PE
2399;28;f;BO
2400;NA;f;CR
2401;33;m;BR
2402;NA;NA;BR
2403;NA;f;BR
2404;NA;f;GI
2405;31;f;CL
2406;NA;NA;ES
2407;NA;f;ES
2408;21;f;0
2409;48;f;BR
2410;24;f;MX
2411;29;f;ES
2412;31;m;0
2413;30;f;MX
2414;25;f;MX
2415;27;f;PE
2416;NA;NA;CL
2417;28;f;BR
2418;32;f;ES
2419;40;f;BR
2420;33;f;GT
2421;21;f;CR
2422;NA;f;ES
2423;26;f;PE
2424;42;f;MX
2425;26;f;ES
2426;54;f;MX
2427;28;m;EC
2428;NA;NA;GT
2429;33;f;PE
2430;NA;f;MX
2431;26;f;BR
2432;NA;f;MX
2433;30;m;ES
2434;40;f;ES
2435;48;m;PT
2436;32;m;CL
2437;35;m;MX
2438;48;m;ES
2439;66;m;ES
2440;30;m;CL
2441;52;m;ES
2442;23;m;MX
2443;NA;m;ES
2444;28;f;PE
2445;33;f;PE
2446;23;f;PE
2447;44;f;BR
2448;27;f;PE
2449;26;f;BR
2450;26;f;AR
2451;NA;f;BR
2452;42;f;PE
2453;34;f;PE
2454;NA;m;AR
2455;22;m;BR
2456;18;f;UY
2457;42;f;CL
2458;55;m;ES
2459;21;f;PE
2460;55;f;BR
2461;27;f;ES
2462;22;f;ES
2463;21;f;PE
2464;25;f;MX
2465;40;f;ES
2466;22;m;BA
2467;24;f;MX
2468;NA;f;BR
2469;19;f;PE
2470;32;f;ES
2471;40;f;MX
2472;NA;f;CL
2473;NA;f;ES
2474;NA;f;ES
2475;26;f;MX
2476;NA;f;MX
2477;24;f;BR
2478;37;f;ES
2479;NA;f;HN
2480;40;f;ES
2481;32;f;MX
2482;24;f;ES
2483;NA;f;DE
2484;NA;f;ES
2485;47;f;BR
2486;38;f;CR
2487;24;m;PE
2488;28;f;EC
2489;34;f;ES
2490;25;f;MX
2491;60;f;0
2492;53;f;BR
2493;42;f;ES
2494;19;f;BR
2495;49;f;BR
2496;48;f;AR
2497;34;f;PT
2498;39;f;BR
2499;34;f;ES
2500;44;f;MX
2501;24;f;ES
2502;54;f;SR
2503;NA;NA;BR
2504;38;f;MX
2505;NA;f;MX
2506;21;f;MX
2507;21;f;MX
2508;37;f;ES
2509;29;m;ES
2510;39;f;AR
2511;NA;NA;MX
2512;44;f;PT
2513;27;m;MX
2514;47;m;ES
2515;68;m;AR
2516;46;f;HN
2517;26;f;MX
2518;22;m;BR
2519;NA;m;0
2520;NA;NA;CL
2521;45;f;ES
2522;17;f;BR
2523;27;f;BR
2524;51;f;PT
2525;40;f;ES
2526;24;f;EC
2527;46;f;MX
2528;42;f;VE
2529;32;f;CL
2530;23;f;CO
2531;52;f;PT
2532;22;f;CO
2533;21;f;GB
2534;31;m;PE
2535;28;f;MX
2536;28;m;CR
2537;25;f;ES
2538;28;f;BR
2539;19;f;PE
2540;20;f;CO
2541;56;m;0
2542;55;f;PT
2543;NA;f;PE
2544;24;f;PA
2545;28;f;MX
2546;27;m;MX
2547;40;f;ES
2548;25;m;MX
2549;44;f;EC
2550;29;f;ES
2551;27;f;ES
2552;27;f;0
2553;33;f;ES
2554;NA;NA;ES
2555;28;f;PE
2556;30;f;BR
2557;2018;NA;0
2558;2018;NA;0
2559;2018;NA;0
2560;2018;NA;0
2561;2018;NA;0
2562;2018;NA;0
2563;2018;NA;0
2564;2018;NA;0
2565;2018;NA;0
2566;2018;NA;0
2567;2018;NA;0
2568;2018;NA;0
2569;23;f;EC
2570;43;m;ES
2571;25;f;MX
2572;NA;f;GT
2573;25;f;PE
2574;28;f;AR
2575;26;f;AR
2576;38;f;ES
2577;19;f;MX
2578;32;f;ES
2579;34;f;ES
2580;44;f;AR
2581;29;f;BR
2582;26;f;CR
2583;25;f;MX
2584;50;f;BR
2585;29;f;EC
2586;33;f;AO
2587;NA;NA;ES
2588;31;f;BR
2589;36;f;BR
2590;29;f;BR
2591;NA;f;ES
2592;20;f;CR
2593;24;f;PE
2594;22;f;CO
2595;24;NA;CL
2596;26;f;BR
2597;NA;f;CL
2598;27;f;BR
2599;28;f;PE
2600;24;f;CO
2601;29;f;CO
2602;28;f;ES
2603;32;f;EC
2604;49;m;MX
2605;47;f;BR
2606;26;f;BR
2607;27;f;PE
2608;33;f;MX
2609;25;f;CO
2610;28;f;ES
2611;34;f;CL
2612;43;f;MX
2613;31;f;AR
2614;52;f;MX
2615;NA;NA;ES
2616;22;m;VE
2617;22;m;CO
2618;30;f;AR
2619;22;f;CL
2620;29;f;MX
2621;29;m;BR
2622;58;f;BR
2623;53;m;BR
2624;27;f;PE
2625;18;f;PE
2626;47;m;VE
2627;34;m;EC
2628;21;f;MX
2629;20;f;ES
2630;23;f;ES
2631;23;f;ES
2632;32;f;HN
2633;NA;NA;BR
2634;22;m;MX
2635;47;m;CO
2636;48;f;PT
2637;41;f;CL
2638;35;f;BR
2639;27;m;AR
2640;25;m;AR
2641;25;m;AR
2642;35;m;AR
2643;29;m;ES
2644;44;m;ES
2645;25;f;CR
2646;21;f;PE
2647;32;f;CL
2648;21;f;EC
2649;17;f;PE
2650;33;f;PA
2651;29;m;CL
2652;26;f;PA
2653;28;f;HN
2654;37;f;ES
2655;26;f;PR
2656;NA;f;CR
2657;20;f;PE
2658;32;m;ES
2659;48;f;FI
2660;61;f;BR
2661;25;f;PT
2662;35;f;PE
2663;NA;f;AR
2664;31;f;AR
2665;23;m;PE
2666;30;f;PR
2667;20;NA;ES
2668;33;f;PT
2669;37;m;MX
2670;32;f;MX
2671;27;f;MX
2672;46;f;MX
2673;34;f;BR
2674;NA;f;ES
2675;NA;f;VE
2676;NA;NA;ES
2677;38;f;CL
2678;39;f;ES
2679;33;f;BR
2680;NA;NA;ES
2681;32;f;ES
2682;14;f;CR
2683;48;f;ES
2684;21;f;ES
2685;32;m;PE
2686;NA;NA;CL
2687;40;m;CR
2688;58;m;MX
2689;41;f;MX
2690;36;m;CO
2691;24;f;KE
2692;24;m;KE
2693;27;f;MX
2694;23;m;CO
2695;NA;f;CO
2696;NA;m;MX
2697;33;f;MX
2698;31;m;MX
2699;27;f;ES
2700;50;f;ES
2701;27;m;PE
2702;24;f;BR
2703;32;m;VE
2704;NA;m;KE
2705;29;m;MX
2706;NA;m;HN
2707;23;m;PE
2708;45;m;MX
2709;27;f;ES
2710;28;f;VE
2711;49;NA;CR
2712;34;m;BR
2713;24;m;ES
2714;21;m;MX
2715;25;m;MX
2716;31;f;BR
2717;NA;NA;ES
2718;41;m;GT
2719;22;f;MX
2720;42;m;MX
2721;38;m;MX
2722;39;m;CH
2723;43;m;MX
2724;46;m;EC
2725;56;m;ES
2726;25;o;MX
2727;27;f;BR
2728;21;m;MX
2729;48;m;SV
2730;48;m;SV
2731;28;m;CO
2732;18;m;MX
2733;NA;m;MR
2734;22;m;CO
2735;30;m;PE
2736;32;m;EC
2737;27;f;CO
2738;31;m;CL
2739;NA;NA;ES
2740;30;m;CL
2741;NA;m;BR
2742;31;m;CL
2743;NA;NA;ES
2744;38;m;CL
2745;22;m;CO
2746;21;m;MX
2747;NA;m;ES
2748;NA;f;DE
2749;67;m;BR
2750;34;m;ES
2751;30;f;MX
2752;35;f;ES
2753;25;f;PE
2754;24;f;PE
2755;23;f;MX
2756;26;f;BR
2757;20;f;MX
2758;26;f;CR
2759;40;m;ES
2760;24;f;AR
2761;42;f;AR
2762;27;f;EC
2763;24;f;CO
2764;NA;f;CL
2765;23;f;PE
2766;NA;f;DE
2767;25;f;CO
2768;21;f;0
2769;23;f;CR
2770;52;m;AR
2771;40;f;0
2772;42;m;CL
2773;NA;NA;CL
2774;40;f;PT
2775;24;f;MX
2776;NA;NA;AR
2777;34;f;ES
2778;22;f;MX
2779;35;f;EC
2780;22;f;PE
2781;48;f;ES
2782;34;f;PT
2783;25;f;ES
2784;43;f;UY
2785;27;NA;0
2786;35;f;BR
2787;22;f;BR
2788;NA;m;ES
2789;36;m;ES
2790;NA;NA;ES
2791;43;f;CR
2792;25;f;EC
2793;46;f;0
2794;21;f;PE
2795;23;f;MX
2796;23;f;AR
2797;39;f;ES
2798;26;f;ES
2799;21;f;ES
2800;54;f;PT
2801;NA;NA;ES
2802;NA;NA;ES
2803;47;f;BR
2804;53;f;AR
2805;42;m;CL
2806;37;f;BR
2807;27;m;MX
2808;50;m;MX
2809;45;m;PT
2810;44;m;BR
2811;33;m;BR
2812;43;m;UY
2813;22;m;BR
2814;27;f;0
2815;24;f;FR
2816;22;f;MX
2817;48;f;ES
2818;48;f;ES
2819;31;f;CL
2820;38;f;MX
2821;25;f;MX
2822;33;f;ES
2823;29;f;BR
2824;24;f;CO
2825;48;m;CL
2826;40;f;AR
2827;24;f;BR
2828;34;f;MX
2829;27;NA;ES
2830;25;m;BR
2831;38;m;PT
2832;47;m;CO
2833;30;m;BR
2834;54;m;PT
2835;NA;NA;ES
2836;50;f;ES
2837;22;f;PE
