test;valor
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;4
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;3
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;2
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pre;1
pos;5
pos;4
pos;5
pos;5
pos;4
pos;3
pos;4
pos;4
pos;4
pos;5
pos;4
pos;5
pos;5
pos;4
pos;4
pos;4
pos;1
pos;4
pos;5
pos;5
pos;3
pos;4
pos;5
pos;5
pos;4
pos;5
pos;3
pos;2
pos;4
pos;5
pos;4
pos;5
pos;4
pos;3
pos;5
pos;5
pos;3
pos;4
pos;4
pos;4
pos;4
pos;4
pos;5
pos;5
pos;5
pos;5
pos;5
pos;4
pos;5
pos;5
pos;5
pos;4
pos;4
pos;2
pos;5
pos;5
pos;4
pos;5
pos;5
pos;5
pos;4
pos;4
pos;5
pos;4
pos;4
pos;5
pos;4
pos;5
pos;4
pos;5
pos;4
pos;5
pos;4
pos;3
pos;4
pos;5
pos;5
pos;5
pos;5
pos;4
pos;4
pos;4
pos;4
pos;4
pos;5
pos;4
pos;4
pos;5
pos;4
pos;5
pos;5
pos;5
pos;4
pos;4
pos;3
pos;1
pos;4
pos;5
pos;5
pos;1
pos;5
pos;5
pos;5
pos;1
pos;5
pos;4
pos;5
pos;5
pos;4
pos;5
pos;5
pos;4
pos;4
pos;3
pos;4
pos;5
pos;4
pos;4
pos;4
pos;5
pos;5
