Timestamp, Decibels, Group
"1429522181861","3.070651599569251","Control"
"1429522182938","1.5836249209524964","Control"
"1429522183966","15.99599754692223","Control"
"1429522185012","4.438904975589832","Control"
"1429522186037","3.0774259841357603","Control"
"1429522187070","5.381606737375283","Control"
"1429522188127","-0.4286128165538556","Control"
"1429522189184","13.826869803187215","Control"
"1429522190231","2.214287643532766","Control"
"1429522191273","0.15305928457050927","Control"
"1429522192327","1.5648388090513756","Control"
"1429522193380","1.0615688696683936","Control"
"1429522194427","1.1041677271873818","Control"
"1429522195475","-4.843085491533625","Control"
"1429522196524","-7.846928843231506","Control"
"1429522197570","1.5460119778791075","Control"
"1429522198614","8.209920912321474","Control"
"1429522199652","4.355525999704632","Control"
"1429522200693","-2.400676237103884","Control"
"1429522201765","3.027624030645795","Control"
"1429522202814","11.24497587559806","Control"
"1429522203860","5.2718447618166175","Control"
"1429522204912","4.471649248507138","Control"
"1429522205951","0.38694227975864076","Control"
"1429522206991","2.8324788807843553","Control"
"1429522208029","-1.1690352237776143","Control"
"1429522209071","1.5782616051673524","Control"
"1429522210129","1.9561967820547133","Control"
"1429522211171","3.320045722140808","Control"
"1429522212213","6.742526820245155","Control"
"1429522213261","3.1179617106709383","Control"
"1429522214305","4.943092297622532","Control"
"1429522215349","9.138561623950563","Control"
"1429522216394","9.602269058942301","Control"
"1429522217440","7.060790751880422","Control"
"1429522218485","7.992192663273263","Control"
"1429522219531","3.2539427422286185","Control"
"1429522220579","3.1851036809518125","Control"
"1429522221623","5.630767217764708","Control"
"1429522222685","9.00041785223171","Control"
"1429522223744","7.302823747886178","Control"
"1429522224787","7.700202491867495","Control"
"1429522225832","-1.4191941885809691","Control"
"1429522226880","-3.6531005711613913","Control"
"1429522227925","5.049868824827182","Control"
"1429522228969","-5.988489378971255","Control"
"1429522230013","4.130521048436064","Control"
"1429522231063","14.195446519235034","Control"
"1429522232111","2.7273639677816353","Control"
"1429522233154","3.3725682685022127","Control"
"1429522234004","1.8007172791277668","Control"
"1429522235055","7.171386335455262","Control"
"1429522236095","-1.48001467087689","Control"
"1429522237134","-2.1169620159167835","Control"
"1429522238185","2.1768107136614505","Control"
"1429522239254","8.781973348598655","Control"
"1429522240302","4.803586422071729","Control"
"1429522241350","2.580423176260564","Control"
"1429522242400","-0.7627929559538006","Control"
"1429522243481","1.0330531197028974","Control"
"1429522244533","-5.6428930300721465","Control"
"1429522245574","-9.100275703114278","Control"
"1429522246614","3.4356121692239","Control"
"1429522247669","-2.0027796627650982","Control"
"1429522248718","1.258600090126908","Control"
"1429522249764","-0.012877525914102406","Control"
"1429522250811","-3.5025446190612874","Control"
"1429522251873","-7.116336055329131","Control"
"1429522252914","-0.5374429280060273","Control"
"1429522253963","-6.3550922617191885","Control"
"1429522255015","-0.8156377121710405","Control"
"1429522256067","3.01171788428661","Control"
"1429522257115","-0.35457533920863205","Control"
"1429522258163","-0.27120083038212667","Control"
"1429522259212","-2.1911656060289646","Control"
"1429522260265","2.179314212637728","Control"
"1429522261300","-0.7452492423788528","Control"
"1429522262336","1.289159784538369","Control"
"1429522263393","9.226857472933565","Control"
"1429522264468","0.34685111492185167","Control"
"1429522265520","-2.047458174191171","Control"
"1429522266564","-4.054136121001041","Control"
"1429522267611","2.522868754933412","Control"
"1429522268666","-4.5448756300612505","Control"
"1429522269714","8.529020276240386","Control"
"1429522270753","-4.100433539907133","Control"
"1429522271809","-8.211765519308589","Control"
"1429522272852","-5.478139920495232","Control"
"1429522273908","1.8813957853966543","Control"
"1429522274957","4.114510187426864","Control"
"1429522276010","-0.6027119332174853","Control"
"1429522277055","1.6769508033762914","Control"
"1429522278112","-1.8621306782546343","Control"
"1429522279166","-8.345268852787335","Control"
"1429522280216","2.2366964295731893","Control"
"1429522281256","-3.0339364022106357","Control"
"1429522282303","1.6716448229803407","Control"
"1429522283346","0.7573795669524962","Control"
"1429522284401","-1.1103465569966273","Control"
"1429522285476","0.39616786707104956","Control"
"1429522286530","-0.8368659662521977","Control"
"1429522287571","-8.353681337355894","Control"
"1429522288615","-1.6572838775029917","Control"
"1429522289670","-4.787083430106343","Control"
"1429522290725","-8.336864508021273","Control"
"1429522291775","0.3282849027126755","Control"
"1429522292830","-2.468801210942113","Control"
"1429522293873","1.5702104169146378","Control"
"1429522294759","2.2416683184542583","Control"
"1429522295800","-0.9761288450040301","Control"
"1429522296850","-4.843085491533625","Control"
"1429522297895","0.080054849073479","Control"
"1429522298937","-4.610265321358197","Control"
"1429522299979","-11.13763892919042","Control"
"1429522301021","-1.8183929863773793","Control"
"1429522302065","-6.23555978394407","Control"
"1429522303116","-7.689571466425544","Control"
"1429522304167","-0.9833310756306729","Control"
"1429522305215","5.277103094923272","Control"
"1429522306298","2.3503359695705517","Control"
"1429522307350","1.82421737064379","Control"
"1429522308396","0.13407372589013078","Control"
"1429522309445","-8.387412989994607","Control"
"1429522310502","-3.368765896543114","Control"
"1429522311553","-1.0484213109109997","Control"
"1429522312600","-6.793936131266055","Control"
"1429522313650","2.1517359571074826","Control"
"1429522314699","1.6875530502075584","Control"
"1429522315742","-1.700215794166974","Control"
"1429522316791","-4.157356463931856","Control"
"1429522317839","-4.871222508811359","Control"
"1429522318884","-4.753654692354115","Control"
"1429522319933","-7.315680988610778","Control"
"1429522320979","-5.526630707360343","Control"
"1429522322024","-9.257616312101044","Control"
"1429522323075","4.816529740585304","Control"
"1429522324119","10.319438235795053","Control"
"1429522325160","-2.203594737133464","Control"
"1429522326211","-6.7169144367167295","Control"
"1429522327284","-12.342323368541342","Control"
"1429522328324","3.500352019032353","Control"
"1429522329374","-11.626610129384364","Control"
"1429522330424","-9.957529526205636","Control"
"1429522331475","-4.043881232397727","Control"
"1429522332522","-0.4286128165538556","Control"
"1429522333572","-6.3283869689280525","Control"
"1429522334622","1.7666600600173141","Control"
"1429522335673","-1.2170134912078945","Control"
"1429522336730","-7.138260904087922","Control"
"1429522337773","-2.9929758826338286","Control"
"1429522338815","-4.978982234488665","Control"
"1429522339861","-3.084263003903811","Control"
"1429522340909","2.6684124068999884","Control"
"1429522341958","5.615613001117971","Control"
"1429522343021","-11.04535769317829","Control"
"1429522344073","0.2129078996392936","Control"
"1429522345117","-8.455271847941395","Control"
"1429522346168","0.12773597322801322","Control"
"1429522347208","2.124069859873757","Control"
"1429522348289","-3.8312789142377737","Control"
"1429522349334","-5.994901996197235","Control"
"1429522350395","-6.104647137940059","Control"
"1429522351446","0.07686678163520522","Control"
"1429522352488","-3.2697668968017943","Control"
"1429522353524","-1.3738566886664065","Control"
"1429522355433","-5.245548133439292","Control"
"1429522356500","1.1521952113504192","Control"
"1429522357549","-1.143310124598091","Control"
"1429522358596","-5.723347160896108","Control"
"1429522359650","5.0192370901763965","Control"
"1429522360703","-3.8513040289014056","Control"
"1429522361758","-0.7067773510078822","Control"
"1429522362809","5.0192370901763965","Control"
"1429522363859","5.739436294990387","Control"
"1429522364902","1.690201591053835","Control"
"1429522365953","0.2629888435011129","Control"
"1429522366999","1.5728949756249477","Control"
"1429522368071","-5.899206320499946","Control"
"1429522369119","-4.577508941977876","Control"
"1429522370161","-0.9473794943450897","Control"
"1429522371213","-0.9797292138174724","Control"
"1429522372260","2.589978611369549","Control"
"1429522373315","3.6495611543416375","Control"
"1429522374363","0.6206846747993764","Control"
"1429522375418","-2.451719809885323","Control"
"1429522376474","-3.6629040593782514","Control"
"1429522377519","-5.001839851990516","Control"
"1429522378590","-0.30778705564842884","Control"
"1429522379636","-1.8501803581332845","Control"
"1429522380689","7.501751181765496","Control"
"1429522381744","-1.150652381703139","Control"
"1429522382792","-0.5923736384384901","Control"
"1429522383848","0.12456536189948172","Control"
"1429522384887","-10.587217456165156","Control"
"1429522385928","-6.091663742939567","Control"
"1429522386964","-5.019022626413269","Control"
"1429522388022","-0.7487551514630062","Control"
"1429522389108","1.6370767181790344","Control"
"1429522390153","-4.83185615624227","Control"
"1429522391202","-3.6091212891626263","Control"
"1429522392243","1.9690286497128597","Control"
"1429522393284","-0.9653366841978616","Control"
"1429522394333","-0.6998007324496156","Control"
"1429522395381","0.5786512519697626","Control"
"1429522396426","-1.7867215214303112","Control"
"1429522397465","-8.28660849720414","Control"
"1429522398518","1.1915488239559895","Control"
"1429522399571","-2.4261605281619176","Control"
"1429522400630","-3.8312789142377737","Control"
"1429522401675","5.213792017501869","Control"
"1429522402710","-3.628640150495848","Control"
"1429522403741","-6.078699726147768","Control"
"1429522404794","-9.571426422297906","Control"
"1429522405842","-2.9838997170869153","Control"
"1429522406883","-3.866353220603838","Control"
"1429522407925","-2.2077417363232756","Control"
"1429522408977","-1.1249815893352468","Control"
"1429522410053","-5.899206320499946","Control"
"1429522411100","-7.065392275051532","Control"
"1429522412154","-3.3735083971458164","Control"
"1429522413208","-1.3100309751286456","Control"
"1429522414256","-5.723347160896108","Control"
"1429522415143","-0.3311496931594945","Control"
"1429522416189","-1.3625591935058698","Control"
"1429522417236","-5.370015416741225","Control"
"1429522418276","-4.436974992327127","Control"
"1429522419315","0.48788877890298876","Control"
"1429522420362","-3.102636124743075","Control"
"1429522421412","9.354901880688242","Control"
"1429522422454","-5.88019305576509","Control"
"1429522423494","-0.6476539500171221","Control"
"1429522424538","5.234947026063078","Control"
"1429522425585","-7.635163031280284","Control"
"1429522426638","-8.627275283179747","Control"
"1429522427681","-11.82515339404459","Control"
"1429522428724","1.0928284440650975","Control"
"1429522429802","1.8658389639757964","Control"
"1429522430850","0.4543701314420542","Control"
"1429522431902","1.2279324973570045","Control"
"1429522432954","-3.006607938225196","Control"
"1429522434000","4.979434985111519","Control"
"1429522435036","4.975807551507715","Control"
"1429522436089","7.153051252687746","Control"
"1429522437137","8.796007372879242","Control"
"1429522438174","2.9752512250519025","Control"
"1429522439216","3.4615660420347165","Control"
"1429522440256","-3.545986224892986","Control"
"1429522441307","5.3729459632625005","Control"
"1429522442351","7.593494888904572","Control"
"1429522443404","0.9382813552123459","Control"
"1429522444457","-2.158107946190392","Control"
"1429522445500","1.3609672302657618","Control"
"1429522446538","3.317850375323089","Control"
"1429522447602","0.9267232834628691","Control"
"1429522448663","2.124069859873757","Control"
"1429522449711","-11.301528501495849","Control"
"1429522450787","3.8149319240446427","Control"
"1429522451842","0.6356474513472448","Control"
"1429522452891","1.935626281882382","Control"
"1429522453932","2.549295213160487","Control"
"1429522454986","4.822070978181895","Control"
"1429522456041","1.135274641769422","Control"
"1429522457096","1.0757917148933003","Control"
"1429522458132","0.2816950021412501","Control"
"1429522459173","-0.08079955603480157","Control"
"1429522460224","-7.436006925154393","Control"
"1429522461280","-4.550306008255053","Control"
"1429522462325","1.2167537446710472","Control"
"1429522463371","4.912081002715424","Control"
"1429522464421","3.293664867729036","Control"
"1429522465466","-0.4896618821972515","Control"
"1429522466518","0.7100771239024434","Control"
"1429522467565","-1.986589742629386","Control"
"1429522468611","-1.2096149476276294","Control"
"1429522469648","-2.875719101605638","Control"
"1429522470722","0.5454816973332401","Control"
"1429522471762","1.3774542133330332","Control"
"1429522472808","-3.6042484196726536","Control"
"1429522473847","-2.3372907237167144","Control"
