Timestamp, Decibels, Group
"1430217444123","1.9227449364426588","Control"
"1430217445220","2.0963153595647603","Control"
"1430217446257","11.206104864419224","Control"
"1430217447306","-1.822360051821112","Control"
"1430217448375","-0.30112354198209407","Control"
"1430217449417","-2.6983593990518213","Control"
"1430217450447","1.2390968814622834","Control"
"1430217451500","-0.9330404244140971","Control"
"1430217452545","4.128521304064835","Control"
"1430217453602","21.545204201047174","Control"
"1430217454658","20.83603856309121","Control"
"1430217455704","1.3582163546646007","Control"
"1430217475644","-4.512364464326503","Control"
"1430217476704","3.2295783794422577","Control"
"1430217477770","19.34020643984738","Control"
"1430217478806","8.47704861148752","Control"
"1430217479832","17.38637313742146","Control"
"1430217480887","14.055629114426145","Control"
"1430217481937","9.835531837324268","Control"
"1430217482992","2.8626100825268046","Control"
"1430217484039","1.1437390468291395","Control"
"1430217485082","-1.5797653831693466","Control"
"1430217486124","7.050796302274954","Control"
"1430217487175","2.025264741398076","Control"
"1430217488223","3.264994900022213","Control"
"1430217489266","0.47266906300945355","Control"
"1430217490306","6.905295785223256","Control"
"1430217491357","6.156257355034853","Control"
"1430217492326","13.795382516788433","Control"
"1430217493367","2.8162109890814433","Control"
"1430217494405","11.217607597755684","Control"
"1430217495455","2.9294515426751353","Control"
"1430217496505","3.3616522313257686","Control"
"1430217497561","8.130803608679102","Control"
"1430217498609","10.419854263296068","Control"
"1430217499657","0.6893010239689819","Control"
"1430217500697","4.946733416786338","Control"
"1430217501774","0.2723469585791468","Control"
"1430217502824","-7.138260904087922","Control"
"1430217503879","-6.744843366368518","Control"
"1430217504920","6.567592068774753","Control"
"1430217505974","-2.2534898842248294","Control"
"1430217507020","-2.2285064835735753","Control"
"1430217508060","-8.463791603051218","Control"
"1430217509107","-9.708061211628376","Control"
"1430217510155","-2.2701854965503623","Control"
"1430217511209","-0.9905392832128784","Control"
"1430217512254","-3.8212836431254975","Control"
"1430217513304","-6.455974808523058","Control"
"1430217514352","-3.2416874877417747","Control"
"1430217515427","1.4403659862949068","Control"
"1430217516477","5.296356460190729","Control"
"1430217517521","5.044471068275595","Control"
