IDREGISTRO,MINS_WAIT,ACTIVIDAD
6055,0,Refrigerado
6056,2,Refrigerado
6057,26,Fruta
6058,2,Fruta
6059,24,Congelado
6060,0,Congelado
6062,4,Fruta
6064,0,Fruta
6065,0,Refrigerado
6066,0,Fruta
6066,0,Fruta
6067,0,Fruta
6068,0,Refrigerado
6069,0,Fruta
6070,1,Congelado
5170,3,Congelado
5171,14,Fruta
5191,9,Congelado
5207,19,Fruta
5208,8,Congelado
5209,0,Refrigerado
5216,68,Refrigerado
5218,50,Refrigerado
5219,0,Refrigerado
5220,38,Refrigerado
5221,8,Refrigerado
5222,27,Refrigerado
5231,123,Refrigerado
5235,85,Refrigerado
5242,31,Refrigerado
5244,7,Refrigerado
5246,12,Refrigerado
5247,2,Refrigerado
5249,2,Congelado
5252,1,Refrigerado
5254,2,Refrigerado
5261,33,Congelado
5263,12,Refrigerado
6341,45,Congelado
6344,2,Fruta
6345,0,Fruta
6346,15,Refrigerado
6363,20,Fruta
6364,8,Congelado
6365,43,Congelado
6383,71,Refrigerado
6384,42,Congelado
6385,26,Refrigerado
6386,0,Congelado
6387,7,Refrigerado
6388,14,Refrigerado
6389,0,Refrigerado
6390,17,Refrigerado
6391,12,Refrigerado
6392,14,Refrigerado
6393,2,Refrigerado
6394,1,Refrigerado
6395,4,Refrigerado
6421,51,Refrigerado
6422,48,Refrigerado
6423,27,Refrigerado
6424,22,Refrigerado
6425,0,Refrigerado
6426,6,Refrigerado
6429,11,Refrigerado
6433,6,Refrigerado
7349,18,Refrigerado
7361,0,Congelado
7362,65,Congelado
7364,5,Refrigerado
7460,37,Refrigerado
7461,0,Refrigerado
7462,51,Congelado
7463,0,Refrigerado
7468,33,Fruta
7470,20,Refrigerado
7473,27,Refrigerado
7474,18,Fruta
7478,95,Fruta
7480,0,Refrigerado
7481,17,Refrigerado
7482,12,Refrigerado
7485,26,Refrigerado
7531,89,Refrigerado
7543,2,Refrigerado
7544,1,Congelado
7545,0,Refrigerado
6092,0,Refrigerado
6093,0,Refrigerado
6094,0,Refrigerado
6095,0,Refrigerado
6097,0,Refrigerado
6098,0,Congelado
6099,0,Refrigerado
6099,0,Refrigerado
6100,0,Refrigerado
6101,0,Refrigerado
6124,187,Refrigerado
6125,186,Refrigerado
6126,184,Refrigerado
6127,195,Refrigerado
6128,0,Refrigerado
6129,30,Refrigerado
6130,28,Refrigerado
6131,10,Refrigerado
6132,9,Refrigerado
6133,0,Refrigerado
6135,1,Refrigerado
6136,0,Congelado
6138,0,Congelado
6139,0,Congelado
6142,0,Refrigerado
6199,1,Refrigerado
6200,0,Congelado
6201,0,Congelado
6202,0,Refrigerado
6203,0,Refrigerado
6204,0,Refrigerado
5266,0,Refrigerado
5268,0,Refrigerado
5271,68,Refrigerado
5281,62,Refrigerado
5282,0,Refrigerado
5289,8,Refrigerado
5290,0,Refrigerado
5292,137,Refrigerado
5293,0,Refrigerado
5294,0,Refrigerado
5295,96,Refrigerado
5296,0,Refrigerado
5297,0,Refrigerado
5298,0,Refrigerado
5299,3,Congelado
5300,0,Refrigerado
5301,0,Refrigerado
5302,67,Refrigerado
5303,0,Refrigerado
5304,0,Refrigerado
5305,0,Refrigerado
5306,0,Refrigerado
6438,35,Refrigerado
6439,31,Refrigerado
6443,2,Refrigerado
6450,103,Refrigerado
6460,0,Refrigerado
6461,0,Refrigerado
6469,0,Congelado
6470,0,Refrigerado
6479,1,Congelado
6480,0,Congelado
6481,0,Refrigerado
6482,35,Refrigerado
6483,276,Refrigerado
6484,108,Refrigerado
6485,0,Refrigerado
6487,0,Refrigerado
6488,0,Refrigerado
6491,0,Refrigerado
6492,3,Refrigerado
6511,3,Fruta
6512,0,Refrigerado
6513,0,Congelado
6521,0,Refrigerado
6522,5,Refrigerado
6523,0,Congelado
6524,0,Congelado
6525,0,Refrigerado
6526,0,Refrigerado
6527,0,Refrigerado
7546,17,Refrigerado
7569,27,Congelado
7570,8,Fruta
7571,7,Fruta
7572,9,Refrigerado
7573,7,Refrigerado
7574,127,Congelado
7575,95,Congelado
7576,3,Refrigerado
7577,1,Refrigerado
7578,5,Fruta
7579,22,Congelado
7580,4,Fruta
7581,22,Fruta
7582,66,Congelado
7583,17,Refrigerado
7584,7,Refrigerado
7585,53,Congelado
7586,126,Congelado
7587,3,Fruta
7588,2,Refrigerado
7589,48,Congelado
7590,3,Fruta
7591,5,Fruta
7592,75,Congelado
7593,45,Refrigerado
7594,29,Fruta
7595,40,Refrigerado
7596,21,Fruta
7597,1,Refrigerado
7598,17,Fruta
7599,8,Fruta
7600,16,Fruta
7601,21,Refrigerado
6206,79,Refrigerado
6210,0,Fruta
6211,3,Congelado
6212,0,Refrigerado
6213,0,Congelado
6214,0,Refrigerado
6215,0,Refrigerado
6216,2,Refrigerado
6217,1,Refrigerado
6218,11,Refrigerado
6219,0,Congelado
6220,0,Congelado
6221,0,Refrigerado
6222,0,Refrigerado
6223,0,Refrigerado
6224,0,Congelado
6225,0,Congelado
6226,0,Refrigerado
6227,0,Refrigerado
6228,3,Refrigerado
6230,0,Refrigerado
6231,15,Refrigerado
6232,0,Refrigerado
6233,0,Refrigerado
6234,0,Refrigerado
6235,0,Refrigerado
6236,0,Refrigerado
6237,0,Congelado
6238,0,Refrigerado
6239,27,Fruta
6240,0,Refrigerado
6241,0,Congelado
6242,0,Congelado
6243,39,Refrigerado
6243,39,Refrigerado
6243,39,Refrigerado
6244,46,Refrigerado
6245,0,Refrigerado
5307,0,Congelado
5308,0,Congelado
5309,0,Refrigerado
5310,0,Refrigerado
5311,0,Congelado
5312,0,Refrigerado
5313,0,Refrigerado
5314,1,Refrigerado
5315,29,Refrigerado
5337,0,Congelado
5338,0,Refrigerado
5339,3,Refrigerado
5340,3,Congelado
5341,0,Refrigerado
5343,3,Refrigerado
5344,0,Refrigerado
5345,0,Refrigerado
5346,0,Refrigerado
5364,0,Refrigerado
5365,0,Refrigerado
5388,0,Refrigerado
5389,3,Fruta
5390,0,Refrigerado
5391,2,Refrigerado
5392,0,Fruta
5393,79,Congelado
5394,0,Refrigerado
5395,0,Fruta
5402,0,Fruta
5403,0,Fruta
5404,0,Refrigerado
5405,0,Refrigerado
6528,0,Refrigerado
6529,6,Refrigerado
6538,5,Fruta
6539,5,Refrigerado
6540,0,Refrigerado
6541,1,Fruta
6542,0,Congelado
6543,0,Congelado
6544,28,Fruta
6545,0,Congelado
6546,14,Refrigerado
6547,14,Refrigerado
6548,13,Refrigerado
6549,0,Refrigerado
6550,0,Congelado
6551,31,Congelado
6552,0,Congelado
6553,0,Refrigerado
6554,0,Refrigerado
6555,2,Refrigerado
6556,0,Refrigerado
6557,36,Refrigerado
6558,0,Refrigerado
6559,61,Congelado
6560,0,Refrigerado
6561,1,Fruta
6566,0,Refrigerado
6567,0,Refrigerado
6568,0,Refrigerado
6569,11,Fruta
6570,1,Refrigerado
6571,10,Fruta
6572,7,Refrigerado
6573,10,Refrigerado
7530,92,Refrigerado
7532,88,Congelado
7533,87,Refrigerado
7534,83,Refrigerado
7535,82,Refrigerado
7536,14,Refrigerado
7537,80,Refrigerado
7538,79,Congelado
7539,5,Fruta
7540,77,Refrigerado
7541,75,Refrigerado
7542,0,Congelado
7547,8,Fruta
7548,57,Congelado
7549,13,Refrigerado
7550,8,Refrigerado
7551,11,Refrigerado
7552,6,Refrigerado
7553,7,Refrigerado
7554,1,Refrigerado
7555,0,Fruta
7556,1,Congelado
7557,3,Refrigerado
7558,25,Refrigerado
7559,29,Congelado
7560,37,Fruta
7560,22,Fruta
7561,53,Congelado
7562,12,Refrigerado
7563,2,Refrigerado
7564,9,Refrigerado
7565,29,Refrigerado
7566,8,Fruta
7567,8,Fruta
7568,14,Refrigerado
6246,0,Refrigerado
6247,0,Refrigerado
6260,0,Refrigerado
6261,13,Refrigerado
6262,0,Refrigerado
6263,6,Refrigerado
6264,84,Refrigerado
6265,90,Refrigerado
6266,9,Congelado
6267,23,Fruta
6268,4,Fruta
6269,22,Refrigerado
6270,3,Refrigerado
6271,8,Refrigerado
6272,7,Refrigerado
6274,5,Fruta
6275,17,Refrigerado
6276,0,Fruta
6277,2,Refrigerado
6278,2,Fruta
6279,17,Refrigerado
6280,43,Congelado
6281,7,Fruta
6282,6,Fruta
6283,5,Refrigerado
6284,19,Congelado
6285,1,Refrigerado
6286,49,Congelado
6287,8,Fruta
6288,8,Fruta
6292,3,Refrigerado
6293,0,Fruta
6294,0,Fruta
6295,8,Congelado
5406,7,Fruta
5407,6,Fruta
5408,67,Congelado
5409,151,Congelado
5410,0,Refrigerado
5411,0,Refrigerado
5413,1,Refrigerado
5418,0,Refrigerado
5419,0,Refrigerado
5428,19,Refrigerado
5433,0,Refrigerado
5434,0,Refrigerado
5437,19,Refrigerado
5438,0,Fruta
5439,0,Fruta
5440,243,Congelado
5441,0,Refrigerado
5442,87,Congelado
5443,0,Fruta
5444,0,Fruta
5445,0,Refrigerado
5446,8,Fruta
5447,0,Refrigerado
5448,69,Congelado
5449,0,Fruta
5450,1,Refrigerado
5451,73,Congelado
5452,0,Fruta
5461,10,Fruta
5462,8,Fruta
5463,67,Congelado
5464,29,Refrigerado
6574,3,Fruta
6578,16,Refrigerado
6579,15,Fruta
6580,10,Refrigerado
6581,4,Refrigerado
6582,10,Fruta
6583,0,Refrigerado
6588,7,Fruta
6589,22,Refrigerado
6593,6,Refrigerado
6594,11,Refrigerado
6599,1,Refrigerado
6605,14,Fruta
6607,28,Fruta
6608,8,Refrigerado
6609,6,Refrigerado
6610,7,Refrigerado
6611,5,Refrigerado
6612,115,Congelado
6613,1,Fruta
6625,27,Fruta
6642,14,Fruta
6643,24,Refrigerado
6644,38,Refrigerado
6647,82,Congelado
6648,22,Fruta
6649,86,Congelado
6650,28,Congelado
6651,15,Fruta
6652,7,Fruta
6653,46,Congelado
6654,2,Refrigerado
6659,29,Fruta
6660,45,Congelado
5172,18,Congelado
5173,45,Congelado
5174,2,Refrigerado
5175,4,Congelado
5176,17,Fruta
5177,7,Fruta
5179,3,Fruta
5180,12,Congelado
5181,0,Fruta
5183,37,Fruta
5184,53,Refrigerado
5185,35,Fruta
5186,20,Refrigerado
5187,12,Congelado
5188,30,Fruta
5190,1,Fruta
5192,12,Congelado
5201,22,Congelado
5202,1,Refrigerado
5203,5,Fruta
5204,8,Congelado
5205,15,Fruta
5206,10,Congelado
5210,5,Fruta
5213,12,Refrigerado
6296,17,Fruta
6297,15,Refrigerado
6299,11,Fruta
6300,8,Refrigerado
6301,7,Refrigerado
6302,8,Fruta
6303,5,Fruta
6304,2,Refrigerado
6305,13,Congelado
6306,4,Refrigerado
6308,104,Congelado
6309,7,Fruta
6310,19,Refrigerado
6311,8,Congelado
6312,13,Refrigerado
6313,11,Fruta
6314,21,Refrigerado
6324,79,Congelado
6329,62,Refrigerado
6330,3,Refrigerado
6331,2,Refrigerado
6332,5,Fruta
6333,137,Congelado
6334,57,Congelado
6335,9,Refrigerado
6336,8,Refrigerado
6337,0,Fruta
6338,117,Congelado
6339,46,Congelado
6340,7,Fruta
6343,3,Fruta
6347,28,Congelado
6348,0,Refrigerado
5465,25,Refrigerado
5466,17,Fruta
5467,15,Refrigerado
5468,14,Fruta
5469,108,Congelado
5470,6,Refrigerado
5471,40,Congelado
5472,3,Refrigerado
5473,156,Congelado
5480,0,Fruta
5481,175,Congelado
5487,144,Congelado
5488,0,Refrigerado
5501,2,Congelado
5504,0,Fruta
5509,24,Congelado
5511,0,Fruta
5512,0,Congelado
5516,18,Refrigerado
5517,12,Refrigerado
5518,6,Refrigerado
5519,16,Refrigerado
5528,0,Refrigerado
5529,162,Congelado
5530,11,Refrigerado
5531,252,Refrigerado
5532,2,Refrigerado
5533,4,Refrigerado
5534,27,Congelado
5535,0,Refrigerado
5547,3,Refrigerado
6662,23,Fruta
6689,77,Refrigerado
6693,0,Congelado
6694,29,Refrigerado
6704,10,Refrigerado
6705,11,Refrigerado
6706,9,Refrigerado
6707,7,Refrigerado
6708,44,Refrigerado
6709,12,Refrigerado
6710,150,Refrigerado
6711,3,Congelado
6712,35,Refrigerado
6713,18,Refrigerado
6715,1,Refrigerado
6716,0,Refrigerado
6717,68,Refrigerado
6718,10,Refrigerado
6726,2,Refrigerado
6727,4,Refrigerado
6735,33,Congelado
6738,0,Congelado
6752,0,Congelado
6755,0,Congelado
6757,0,Refrigerado
6758,120,Refrigerado
6759,0,Refrigerado
6766,0,Refrigerado
5224,22,Refrigerado
5226,17,Refrigerado
5248,3,Congelado
5250,2,Congelado
5250,2,Congelado
5255,0,Refrigerado
5256,0,Congelado
5257,0,Congelado
5316,0,Congelado
5317,0,Refrigerado
5318,1,Refrigerado
5319,0,Refrigerado
5320,177,Congelado
5322,0,Refrigerado
5323,0,Refrigerado
5325,57,Congelado
5326,0,Refrigerado
5327,0,Refrigerado
5328,0,Refrigerado
5329,0,Refrigerado
5332,0,Refrigerado
5333,0,Refrigerado
5334,0,Refrigerado
6349,4,Fruta
6350,6,Fruta
6351,69,Congelado
6352,47,Congelado
6353,3,Fruta
6354,99,Congelado
6361,9,Congelado
6396,41,Refrigerado
6397,6,Refrigerado
6398,1,Refrigerado
6399,26,Refrigerado
6400,40,Refrigerado
6401,81,Refrigerado
6427,19,Refrigerado
6432,4,Refrigerado
6434,11,Refrigerado
6435,4,Refrigerado
6444,166,Congelado
6448,0,Refrigerado
6454,272,Congelado
6455,254,Refrigerado
6457,252,Refrigerado
6459,2,Refrigerado
6462,213,Congelado
5552,3,Refrigerado
5604,0,Refrigerado
5605,121,Fruta
5606,27,Refrigerado
5607,167,Refrigerado
5608,0,Refrigerado
5609,0,Refrigerado
5610,12,Refrigerado
5611,107,Fruta
5612,69,Congelado
5613,0,Refrigerado
5641,0,Congelado
5642,0,Refrigerado
5643,0,Refrigerado
5644,0,Congelado
5645,0,Refrigerado
5646,0,Refrigerado
5647,0,Refrigerado
5648,0,Refrigerado
5649,0,Refrigerado
5650,0,Refrigerado
5651,0,Congelado
5652,0,Refrigerado
5653,0,Refrigerado
5693,0,Fruta
5694,0,Refrigerado
5695,0,Fruta
5696,0,Fruta
5697,0,Refrigerado
5698,7,Refrigerado
5699,3,Fruta
5703,0,Refrigerado
5704,3,Refrigerado
5705,16,Refrigerado
5706,3,Refrigerado
6771,0,Refrigerado
6775,0,Refrigerado
6776,0,Refrigerado
6777,0,Congelado
6784,77,Congelado
6785,0,Refrigerado
6786,0,Refrigerado
6787,70,Fruta
6788,40,Refrigerado
6789,0,Refrigerado
6809,0,Congelado
6810,0,Congelado
6819,0,Congelado
6820,5,Refrigerado
6821,0,Congelado
6822,0,Congelado
6823,0,Congelado
6824,0,Congelado
6825,19,Congelado
6826,2,Refrigerado
6827,0,Congelado
6828,0,Refrigerado
6829,0,Refrigerado
6854,0,Refrigerado
6855,9,Refrigerado
6861,0,Refrigerado
6865,0,Refrigerado
6866,0,Refrigerado
6873,13,Refrigerado
6874,13,Refrigerado
6875,11,Refrigerado
6876,13,Fruta
6877,8,Refrigerado
6878,38,Refrigerado
5347,0,Refrigerado
5348,0,Refrigerado
5349,0,Congelado
5350,0,Refrigerado
5352,0,Refrigerado
5354,0,Congelado
5355,0,Refrigerado
5356,0,Refrigerado
5357,0,Refrigerado
5358,0,Refrigerado
5360,0,Refrigerado
5361,37,Congelado
5362,0,Refrigerado
5363,0,Fruta
5366,0,Refrigerado
5367,0,Refrigerado
5368,0,Refrigerado
5371,0,Refrigerado
5372,0,Refrigerado
5373,0,Refrigerado
5374,0,Refrigerado
5375,0,Refrigerado
5376,0,Refrigerado
5377,0,Refrigerado
5378,0,Refrigerado
5379,0,Refrigerado
5380,0,Refrigerado
5381,0,Refrigerado
5382,0,Congelado
5383,0,Refrigerado
5384,7,Congelado
6464,0,Refrigerado
6465,0,Refrigerado
6466,0,Refrigerado
6467,0,Refrigerado
6468,0,Congelado
6471,0,Refrigerado
6472,0,Congelado
6473,0,Refrigerado
6474,152,Congelado
6475,0,Congelado
6476,0,Refrigerado
6477,0,Congelado
6478,0,Refrigerado
6486,0,Refrigerado
6489,9,Refrigerado
6490,0,Congelado
6493,0,Congelado
6494,0,Congelado
6495,0,Refrigerado
6496,51,Congelado
6497,0,Refrigerado
6498,33,Refrigerado
6499,0,Refrigerado
6500,40,Congelado
6501,0,Refrigerado
6502,0,Congelado
6503,0,Refrigerado
6504,30,Fruta
6505,0,Refrigerado
6506,0,Refrigerado
6507,0,Congelado
6508,0,Congelado
9987,2,Refrigerado
9988,16,Fruta
9989,16,Fruta
9990,11,Refrigerado
9991,42,Congelado
9992,8,Fruta
9992,8,Fruta
9993,7,Congelado
9994,9,Fruta
9995,3,Refrigerado
9996,11,Refrigerado
9998,9,Fruta
10000,3,Refrigerado
10001,7,Refrigerado
10002,6,Refrigerado
10003,7,Fruta
10004,0,Refrigerado
10005,21,Fruta
10006,13,Fruta
10007,10,Refrigerado
10008,7,Refrigerado
10009,6,Refrigerado
10010,8,Fruta
10011,24,Congelado
10012,2,Refrigerado
10013,19,Refrigerado
10014,15,Refrigerado
10015,8,Refrigerado
10016,6,Refrigerado
10017,3,Fruta
10018,1,Fruta
10019,0,Fruta
8264,0,Refrigerado
8285,271,Refrigerado
8286,175,Congelado
8291,0,Refrigerado
8292,206,Congelado
8297,0,Congelado
8298,204,Refrigerado
8309,0,Congelado
8311,0,Congelado
8317,0,Refrigerado
8318,51,Fruta
8319,0,Refrigerado
8332,0,Congelado
8333,0,Refrigerado
8334,0,Refrigerado
8345,17,Refrigerado
8352,0,Refrigerado
8353,7,Refrigerado
8357,0,Refrigerado
8362,0,Congelado
8363,20,Refrigerado
8367,0,Refrigerado
8368,0,Refrigerado
8369,0,Refrigerado
8370,0,Refrigerado
8387,0,Refrigerado
8390,0,Refrigerado
8408,12,Refrigerado
8416,7,Refrigerado
8420,3,Refrigerado
8422,4,Congelado
8425,38,Refrigerado
8426,12,Congelado
8444,37,Congelado
7624,1,Refrigerado
7625,39,Congelado
7632,24,Fruta
7666,1,Refrigerado
7671,0,Refrigerado
7672,4,Refrigerado
7686,3,Refrigerado
7689,0,Congelado
7692,8,Refrigerado
7701,1,Refrigerado
7704,0,Congelado
7722,0,Refrigerado
7730,0,Refrigerado
7745,0,Refrigerado
7747,125,Refrigerado
7752,2,Congelado
7755,0,Refrigerado
7794,91,Fruta
7809,0,Refrigerado
7810,0,Congelado
7812,0,Refrigerado
7829,0,Congelado
7830,0,Congelado
7831,0,Congelado
7832,8,Refrigerado
7835,0,Refrigerado
7836,0,Refrigerado
7837,0,Congelado
7838,5,Refrigerado
7843,0,Refrigerado
7844,0,Refrigerado
8798,8,Refrigerado
8799,4,Refrigerado
8807,0,Refrigerado
8807,1,Refrigerado
8850,0,Fruta
8851,28,Refrigerado
8866,9,Refrigerado
8879,13,Fruta
8882,11,Fruta
8924,17,Fruta
8936,8,Fruta
8945,3,Fruta
8952,20,Refrigerado
8966,6,Fruta
8971,21,Refrigerado
8978,7,Refrigerado
8984,7,Refrigerado
8992,123,Congelado
9002,17,Fruta
9022,0,Fruta
9027,8,Refrigerado
9032,24,Fruta
9037,2,Refrigerado
9041,2,Refrigerado
7628,11,Refrigerado
7642,46,Congelado
7647,42,Congelado
7652,3,Refrigerado
7654,0,Refrigerado
7662,5,Refrigerado
7669,140,Refrigerado
7682,1,Refrigerado
7684,5,Refrigerado
7688,61,Refrigerado
7695,6,Refrigerado
7697,1,Refrigerado
7713,1,Refrigerado
7727,0,Refrigerado
7743,0,Refrigerado
7744,8,Refrigerado
7750,0,Refrigerado
7751,1,Refrigerado
7754,0,Refrigerado
7761,0,Congelado
7762,0,Refrigerado
7763,0,Congelado
7764,187,Fruta
7766,0,Refrigerado
7767,0,Congelado
7768,0,Refrigerado
7770,0,Congelado
7776,0,Congelado
7777,0,Congelado
7778,0,Refrigerado
7779,0,Refrigerado
8463,11,Fruta
8467,2,Fruta
8469,7,Fruta
8474,5,Congelado
8479,6,Congelado
8507,0,Fruta
8508,1,Refrigerado
8516,0,Refrigerado
8522,0,Refrigerado
8523,20,Refrigerado
8543,11,Refrigerado
8547,6,Refrigerado
8549,2,Refrigerado
8551,3,Refrigerado
8557,172,Refrigerado
8577,19,Refrigerado
8580,0,Refrigerado
8583,0,Refrigerado
8620,0,Congelado
8634,24,Fruta
8652,5,Refrigerado
8661,7,Refrigerado
7845,0,Refrigerado
7858,0,Refrigerado
7859,22,Fruta
7870,6,Fruta
7873,1,Fruta
7878,5,Refrigerado
7879,82,Refrigerado
7890,2,Fruta
7904,5,Refrigerado
7905,3,Fruta
7906,20,Fruta
7913,0,Refrigerado
7919,0,Refrigerado
7920,0,Refrigerado
7946,0,Refrigerado
7946,0,Refrigerado
7948,0,Refrigerado
7949,0,Refrigerado
7953,0,Refrigerado
7954,0,Congelado
7960,127,Refrigerado
7965,0,Refrigerado
7970,0,Congelado
7980,0,Refrigerado
7983,185,Refrigerado
7984,0,Congelado
7991,0,Refrigerado
7997,0,Refrigerado
8003,0,Congelado
8004,0,Refrigerado
8005,0,Refrigerado
9045,70,Congelado
9051,54,Congelado
9058,1,Refrigerado
9062,2,Refrigerado
9066,143,Refrigerado
9067,1,Refrigerado
9070,4,Refrigerado
9077,22,Congelado
9080,4,Refrigerado
9081,2,Refrigerado
9082,0,Congelado
9088,1,Refrigerado
9092,0,Refrigerado
9094,14,Refrigerado
9095,2,Refrigerado
9108,0,Refrigerado
9109,147,Refrigerado
9118,0,Refrigerado
9140,223,Refrigerado
9148,14,Refrigerado
9154,53,Congelado
9159,36,Refrigerado
9167,130,Congelado
7782,0,Refrigerado
7803,0,Refrigerado
7804,0,Congelado
7805,74,Fruta
7814,54,Fruta
7814,53,Fruta
7839,0,Refrigerado
7840,4,Refrigerado
7847,2,Refrigerado
7862,3,Refrigerado
7869,10,Refrigerado
7869,8,Refrigerado
7869,7,Refrigerado
7874,8,Refrigerado
7881,0,Fruta
7884,3,Refrigerado
7885,45,Refrigerado
7886,15,Fruta
7887,14,Fruta
7888,14,Fruta
7891,12,Congelado
7892,6,Fruta
7893,6,Congelado
7896,36,Refrigerado
7897,30,Fruta
7902,16,Fruta
7908,10,Fruta
7922,0,Refrigerado
7923,2,Refrigerado
7941,0,Refrigerado
7944,0,Refrigerado
7952,0,Refrigerado
7957,149,Refrigerado
7961,0,Refrigerado
7994,0,Refrigerado
7621,3,Fruta
7627,1,Refrigerado
7636,31,Fruta
7650,0,Refrigerado
7651,0,Fruta
7661,0,Refrigerado
7667,6,Refrigerado
7690,2,Refrigerado
7693,0,Refrigerado
7694,9,Refrigerado
7698,9,Refrigerado
7702,6,Congelado
7705,11,Refrigerado
7718,110,Refrigerado
7753,0,Refrigerado
7757,67,Refrigerado
7771,0,Refrigerado
7772,0,Refrigerado
7773,0,Congelado
7774,0,Refrigerado
7775,0,Refrigerado
7783,0,Refrigerado
7784,0,Refrigerado
7786,0,Congelado
7790,0,Congelado
7791,0,Refrigerado
7792,10,Refrigerado
7795,0,Refrigerado
7796,0,Refrigerado
7797,0,Refrigerado
8007,0,Refrigerado
8010,0,Refrigerado
8013,0,Congelado
8016,0,Congelado
8018,0,Congelado
8038,0,Refrigerado
8040,0,Refrigerado
8041,0,Refrigerado
8042,0,Refrigerado
8049,0,Refrigerado
8067,0,Refrigerado
8068,0,Refrigerado
8072,30,Fruta
8075,0,Refrigerado
8077,2,Refrigerado
8080,45,Refrigerado
8083,0,Refrigerado
8089,7,Fruta
8098,10,Fruta
8099,7,Refrigerado
8101,3,Refrigerado
8109,19,Fruta
8119,25,Congelado
8121,4,Fruta
8122,6,Fruta
8129,2,Refrigerado
8130,24,Fruta
8138,15,Fruta
8142,12,Fruta
8144,264,Congelado
8146,9,Refrigerado
8181,208,Congelado
8185,71,Congelado
9193,6,Fruta
9217,27,Refrigerado
9226,60,Congelado
9240,13,Fruta
9242,13,Refrigerado
9246,2,Refrigerado
9248,10,Refrigerado
9251,1,Refrigerado
9257,28,Refrigerado
9260,6,Congelado
9265,0,Fruta
9267,1,Refrigerado
9269,3,Fruta
9274,14,Fruta
9285,16,Fruta
9286,26,Congelado
9289,4,Fruta
9291,0,Fruta
9302,3,Refrigerado
9304,60,Congelado
9309,17,Congelado
9313,7,Fruta
7995,0,Congelado
8020,3,Refrigerado
8021,0,Refrigerado
8030,55,Congelado
8031,23,Refrigerado
8050,0,Refrigerado
8052,0,Congelado
8056,0,Refrigerado
8069,0,Refrigerado
8070,0,Congelado
8076,0,Congelado
8081,0,Congelado
8082,0,Refrigerado
8084,0,Refrigerado
8092,0,Refrigerado
8094,0,Refrigerado
8102,29,Refrigerado
8105,6,Refrigerado
8106,4,Fruta
8113,3,Refrigerado
8123,5,Fruta
8145,14,Refrigerado
8182,50,Congelado
8192,26,Fruta
8202,4,Fruta
8210,31,Congelado
8213,2,Fruta
8215,186,Congelado
8215,186,Congelado
8242,23,Refrigerado
8250,0,Congelado
7798,0,Congelado
7799,14,Refrigerado
7816,0,Refrigerado
7817,0,Refrigerado
7818,0,Congelado
7819,9,Refrigerado
7833,0,Congelado
7834,0,Refrigerado
7834,0,Refrigerado
7846,94,Refrigerado
7860,18,Fruta
7861,0,Fruta
7863,0,Fruta
7864,1,Refrigerado
7872,3,Fruta
7901,17,Fruta
7910,47,Fruta
7912,10,Congelado
7914,0,Fruta
7915,0,Refrigerado
7916,0,Congelado
7917,0,Refrigerado
7921,0,Refrigerado
7945,0,Refrigerado
7966,18,Refrigerado
7968,0,Congelado
7969,0,Congelado
7971,0,Refrigerado
7981,0,Refrigerado
7985,36,Refrigerado
7988,240,Congelado
7989,0,Congelado
7990,210,Refrigerado
7993,0,Refrigerado
8191,29,Fruta
8196,29,Congelado
8201,24,Refrigerado
8204,40,Congelado
8205,3,Refrigerado
8206,27,Refrigerado
8211,2,Fruta
8216,0,Fruta
8249,6,Congelado
8252,0,Refrigerado
8261,114,Refrigerado
8281,0,Refrigerado
8284,22,Refrigerado
8289,4,Congelado
8296,0,Refrigerado
8302,0,Refrigerado
8307,32,Refrigerado
8310,0,Refrigerado
8312,0,Congelado
8314,0,Refrigerado
8320,0,Refrigerado
8321,0,Congelado
8325,23,Refrigerado
8329,9,Refrigerado
8335,4,Fruta
8340,0,Refrigerado
8341,0,Congelado
8342,0,Congelado
9342,3,Congelado
9346,41,Refrigerado
9347,0,Congelado
9362,18,Refrigerado
9369,4,Refrigerado
9371,4,Refrigerado
9373,178,Refrigerado
9377,1,Refrigerado
9379,4,Refrigerado
9381,9,Refrigerado
9383,87,Refrigerado
9391,10,Refrigerado
9392,0,Congelado
9393,1,Refrigerado
9394,6,Refrigerado
9395,7,Refrigerado
9398,0,Refrigerado
9417,0,Congelado
9444,0,Congelado
9452,0,Refrigerado
9453,0,Refrigerado
9454,0,Refrigerado
9465,0,Refrigerado
9466,0,Congelado
9467,0,Congelado
9469,0,Refrigerado
8290,0,Refrigerado
8305,0,Refrigerado
8308,0,Congelado
8324,0,Refrigerado
8326,0,Refrigerado
8327,0,Refrigerado
8328,19,Refrigerado
8330,0,Congelado
8331,6,Refrigerado
8355,0,Refrigerado
8356,5,Fruta
8364,0,Congelado
8365,0,Refrigerado
8366,0,Congelado
8378,0,Refrigerado
8389,0,Refrigerado
8394,14,Fruta
8402,0,Fruta
8403,8,Fruta
8404,9,Refrigerado
8417,2,Refrigerado
8421,0,Fruta
8423,2,Congelado
8427,8,Fruta
8432,0,Refrigerado
8436,10,Refrigerado
8441,1,Fruta
8442,44,Refrigerado
8461,11,Fruta
8462,6,Congelado
8468,6,Congelado
8478,1,Refrigerado
8012,163,Refrigerado
8017,0,Refrigerado
8026,0,Refrigerado
8028,1,Refrigerado
8033,0,Refrigerado
8034,0,Refrigerado
8035,0,Refrigerado
8036,0,Congelado
8039,9,Refrigerado
