IDREGISTRO,MINS_WAIT,ACTIVIDAD
10901,0,Fruta
10904,2,Fruta
10905,2,Fruta
10941,0,Fruta
11022,255,Refrigerado
11025,249,Refrigerado
11026,11,Refrigerado
11027,57,Refrigerado
11033,5,Refrigerado
11076,1,Refrigerado
11127,0,Refrigerado
11128,0,Refrigerado
11140,0,Congelado
11142,50,Fruta
11149,0,Refrigerado
11152,0,Refrigerado
11157,0,Refrigerado
11158,0,Congelado
11179,25,Refrigerado
11183,79,Fruta
11210,10,Refrigerado
11215,23,Fruta
12791,0,Refrigerado
12792,170,Fruta
12795,169,Fruta
12802,148,Fruta
12811,0,Refrigerado
12812,0,Refrigerado
12822,0,Refrigerado
12844,0,Refrigerado
12845,22,Refrigerado
12861,0,Refrigerado
12863,27,Fruta
12890,13,Fruta
12893,19,Refrigerado
12897,6,Refrigerado
12911,2,Refrigerado
12914,0,Refrigerado
12916,1,Fruta
12917,8,Fruta
12930,16,Fruta
12936,2,Refrigerado
12937,0,Refrigerado
12948,32,Congelado
12951,0,Refrigerado
12953,3,Fruta
12962,0,Refrigerado
14693,103,Fruta
14694,45,Fruta
14697,12,Fruta
14698,26,Fruta
14700,5,Fruta
14702,24,Fruta
12610,0,Refrigerado
12611,0,Refrigerado
12620,96,Congelado
12623,6,Refrigerado
12641,6,Fruta
12642,33,Congelado
12643,13,Fruta
12663,3,Fruta
12664,1,Fruta
12675,43,Congelado
12678,15,Congelado
12683,4,Fruta
12689,2,Refrigerado
12693,0,Fruta
12696,12,Refrigerado
12699,50,Refrigerado
12701,8,Refrigerado
12707,13,Refrigerado
12710,29,Refrigerado
12712,11,Refrigerado
12715,156,Refrigerado
12716,154,Refrigerado
12719,55,Refrigerado
12734,16,Refrigerado
12735,6,Refrigerado
12738,1,Refrigerado
12763,0,Refrigerado
12764,0,Refrigerado
12766,185,Refrigerado
14183,0,Refrigerado
14186,236,Refrigerado
14187,256,Refrigerado
14188,182,Refrigerado
14190,290,Fruta
14191,268,Congelado
14192,0,Refrigerado
14196,0,Refrigerado
14197,249,Congelado
14198,0,Refrigerado
14203,226,Refrigerado
14204,6,Refrigerado
14205,0,Refrigerado
14206,0,Refrigerado
14207,2,Refrigerado
14208,0,Refrigerado
14209,0,Refrigerado
14210,196,Fruta
14211,0,Refrigerado
14212,0,Refrigerado
14213,0,Refrigerado
14214,183,Fruta
14215,0,Refrigerado
14218,4,Refrigerado
14219,34,Refrigerado
14220,70,Refrigerado
14221,0,Refrigerado
14223,0,Refrigerado
14224,20,Refrigerado
14225,55,Refrigerado
14228,67,Refrigerado
14229,0,Refrigerado
11253,10,Fruta
11254,21,Fruta
11254,21,Fruta
11255,6,Fruta
11257,8,Fruta
11261,0,Refrigerado
11264,4,Fruta
11307,0,Refrigerado
11310,0,Refrigerado
11316,0,Refrigerado
11349,0,Refrigerado
11355,0,Refrigerado
11358,174,Congelado
11359,235,Fruta
11360,0,Congelado
11389,14,Refrigerado
11396,0,Refrigerado
11400,0,Refrigerado
11401,0,Refrigerado
11420,0,Congelado
11422,0,Refrigerado
11436,0,Refrigerado
11437,0,Refrigerado
11440,0,Refrigerado
11442,1,Refrigerado
11445,1,Refrigerado
11446,0,Refrigerado
11451,21,Congelado
11451,21,Congelado
11452,0,Refrigerado
13007,0,Refrigerado
13008,3,Refrigerado
13009,0,Refrigerado
13010,0,Refrigerado
13011,0,Congelado
13013,0,Refrigerado
13014,0,Refrigerado
13017,16,Refrigerado
13043,0,Refrigerado
13044,0,Refrigerado
13045,0,Refrigerado
13046,0,Refrigerado
13047,0,Refrigerado
13048,0,Refrigerado
13049,0,Congelado
13050,0,Refrigerado
13051,92,Fruta
13052,166,Fruta
13053,0,Congelado
13054,0,Refrigerado
13055,87,Congelado
13056,0,Congelado
13057,0,Refrigerado
13058,12,Refrigerado
13059,0,Refrigerado
13060,0,Refrigerado
13061,0,Refrigerado
13062,0,Congelado
13064,8,Refrigerado
12775,0,Refrigerado
12776,0,Refrigerado
12777,0,Refrigerado
12778,0,Refrigerado
12779,0,Refrigerado
12783,0,Refrigerado
12807,0,Refrigerado
12808,52,Refrigerado
12818,0,Refrigerado
12819,0,Refrigerado
12823,0,Refrigerado
12824,0,Refrigerado
12829,0,Refrigerado
12842,0,Refrigerado
12846,0,Congelado
12848,0,Refrigerado
12849,12,Refrigerado
12851,10,Refrigerado
12862,28,Fruta
12865,0,Refrigerado
12866,0,Refrigerado
12867,2,Refrigerado
12868,29,Refrigerado
12877,0,Refrigerado
12878,0,Refrigerado
12879,20,Refrigerado
12885,0,Refrigerado
12888,0,Refrigerado
12889,0,Refrigerado
12895,16,Fruta
12901,20,Congelado
12905,8,Fruta
12907,2,Fruta
14230,0,Refrigerado
14233,0,Congelado
14234,0,Refrigerado
14236,0,Refrigerado
14237,0,Refrigerado
14240,0,Refrigerado
14241,0,Refrigerado
14242,0,Refrigerado
14244,0,Refrigerado
14245,0,Refrigerado
14248,90,Fruta
14249,0,Refrigerado
14250,0,Congelado
14252,0,Refrigerado
14253,0,Refrigerado
14254,0,Refrigerado
14257,0,Refrigerado
14258,0,Refrigerado
14260,0,Refrigerado
14261,10,Refrigerado
14262,10,Refrigerado
14263,0,Refrigerado
14265,8,Congelado
14266,0,Refrigerado
14267,160,Congelado
14268,0,Congelado
14271,103,Refrigerado
14273,0,Refrigerado
14275,0,Congelado
14277,3,Refrigerado
14278,0,Congelado
14279,0,Refrigerado
14281,12,Refrigerado
14282,10,Refrigerado
11454,0,Refrigerado
11456,0,Congelado
11458,0,Refrigerado
11460,0,Refrigerado
11466,0,Fruta
11467,48,Congelado
11468,2,Fruta
11471,0,Refrigerado
11472,267,Fruta
11501,16,Congelado
11502,3,Fruta
11511,1,Refrigerado
11531,37,Refrigerado
11532,98,Congelado
11548,17,Fruta
11609,1,Refrigerado
11619,0,Refrigerado
11631,15,Refrigerado
11646,0,Refrigerado
11649,0,Refrigerado
11651,0,Refrigerado
11656,0,Refrigerado
11672,0,Refrigerado
11683,0,Congelado
11686,0,Congelado
11692,8,Congelado
11695,0,Refrigerado
11702,54,Congelado
11713,1,Fruta
13067,0,Refrigerado
13068,0,Refrigerado
13069,119,Fruta
13070,47,Fruta
13071,0,Refrigerado
13072,0,Refrigerado
13073,0,Refrigerado
13076,0,Refrigerado
13078,20,Refrigerado
13079,0,Refrigerado
13080,0,Refrigerado
13081,93,Fruta
13082,21,Fruta
13083,0,Refrigerado
13084,0,Refrigerado
13085,0,Refrigerado
13086,0,Refrigerado
13087,8,Refrigerado
13088,0,Refrigerado
13089,0,Refrigerado
13090,0,Refrigerado
13091,0,Congelado
13100,0,Refrigerado
13101,0,Refrigerado
13102,0,Refrigerado
13106,0,Refrigerado
13107,0,Congelado
13108,0,Refrigerado
13109,0,Refrigerado
13110,0,Refrigerado
13111,0,Congelado
13112,0,Refrigerado
13113,0,Refrigerado
13114,0,Refrigerado
13115,0,Refrigerado
12928,17,Fruta
12939,6,Refrigerado
12940,41,Fruta
12941,39,Fruta
12944,0,Congelado
12947,0,Refrigerado
12961,1,Congelado
12965,0,Refrigerado
12966,0,Refrigerado
12967,0,Refrigerado
12968,0,Refrigerado
12969,0,Refrigerado
12970,0,Refrigerado
12971,0,Refrigerado
12985,0,Refrigerado
12986,0,Refrigerado
13654,0,Refrigerado
13655,24,Refrigerado
13656,0,Refrigerado
13658,0,Refrigerado
13659,0,Congelado
13661,0,Refrigerado
13662,19,Congelado
13663,0,Refrigerado
13665,5,Refrigerado
13666,34,Refrigerado
13667,4,Refrigerado
13668,0,Refrigerado
13669,0,Refrigerado
13671,16,Congelado
13672,23,Refrigerado
13676,18,Fruta
13677,0,Refrigerado
14283,0,Refrigerado
14284,0,Refrigerado
14286,0,Refrigerado
14287,0,Refrigerado
14288,5,Refrigerado
14290,0,Refrigerado
14291,0,Refrigerado
14292,1,Refrigerado
14294,0,Congelado
14295,0,Refrigerado
14300,7,Refrigerado
14301,0,Refrigerado
14302,0,Refrigerado
14305,0,Refrigerado
14306,0,Refrigerado
14307,0,Refrigerado
14308,11,Refrigerado
14309,0,Refrigerado
14310,0,Refrigerado
14311,0,Refrigerado
14315,2,Refrigerado
14317,25,Refrigerado
14318,38,Refrigerado
14319,0,Congelado
14321,4,Refrigerado
14323,0,Refrigerado
14324,14,Refrigerado
14325,9,Fruta
14326,13,Refrigerado
14327,16,Fruta
14328,13,Fruta
14329,2,Refrigerado
14330,20,Congelado
14331,139,Congelado
11763,0,Fruta
11804,9,Fruta
11816,38,Congelado
11817,53,Fruta
11825,24,Fruta
11844,44,Refrigerado
11851,1,Refrigerado
11855,3,Refrigerado
11871,0,Refrigerado
11873,107,Refrigerado
11889,290,Congelado
11891,164,Refrigerado
11892,0,Refrigerado
11900,0,Refrigerado
11903,0,Refrigerado
11904,0,Refrigerado
11907,0,Refrigerado
11910,0,Refrigerado
11916,0,Congelado
11917,81,Refrigerado
11917,81,Refrigerado
11918,102,Congelado
11919,0,Refrigerado
11929,122,Congelado
11932,0,Refrigerado
11936,100,Congelado
11937,0,Refrigerado
11938,0,Refrigerado
11956,71,Refrigerado
11957,14,Refrigerado
13116,0,Refrigerado
13117,0,Refrigerado
13118,0,Refrigerado
13119,0,Congelado
13120,0,Refrigerado
13121,105,Refrigerado
13122,25,Fruta
13123,0,Refrigerado
13124,0,Refrigerado
13125,0,Refrigerado
13126,0,Refrigerado
13127,18,Refrigerado
13128,19,Refrigerado
13129,0,Refrigerado
13130,0,Refrigerado
13131,0,Refrigerado
13132,0,Refrigerado
13133,0,Refrigerado
13134,0,Refrigerado
13135,0,Refrigerado
13136,0,Refrigerado
13137,14,Fruta
13138,12,Fruta
13140,22,Refrigerado
13141,0,Refrigerado
13142,0,Refrigerado
13156,0,Refrigerado
13157,10,Refrigerado
13158,6,Refrigerado
13159,6,Refrigerado
13160,30,Fruta
13161,27,Fruta
13162,15,Refrigerado
13163,39,Congelado
13681,7,Fruta
13682,6,Fruta
13686,1,Fruta
13689,2,Refrigerado
13690,6,Congelado
13691,31,Refrigerado
13695,1,Refrigerado
13696,1,Refrigerado
13697,3,Fruta
13698,49,Congelado
13699,6,Congelado
13700,3,Refrigerado
13701,4,Fruta
13702,5,Refrigerado
13703,3,Fruta
13704,2,Fruta
13705,16,Refrigerado
13706,3,Refrigerado
13707,33,Congelado
13708,8,Fruta
13709,1,Refrigerado
13710,10,Fruta
13713,16,Refrigerado
13714,5,Fruta
13719,11,Fruta
13720,36,Congelado
13722,22,Fruta
13724,15,Congelado
13725,86,Congelado
13726,6,Fruta
13727,1,Fruta
14333,29,Refrigerado
14334,5,Fruta
14337,175,Refrigerado
14338,8,Fruta
14339,4,Refrigerado
14340,12,Refrigerado
14342,8,Refrigerado
14343,42,Congelado
14344,7,Fruta
14345,5,Refrigerado
14346,3,Fruta
14348,41,Congelado
14361,6,Refrigerado
14364,4,Fruta
14365,4,Fruta
14366,4,Fruta
14367,3,Refrigerado
14368,3,Refrigerado
14370,14,Fruta
14371,8,Refrigerado
14372,98,Congelado
14374,4,Congelado
14375,125,Congelado
14376,1,Fruta
14377,73,Congelado
14378,3,Refrigerado
14379,12,Fruta
14384,9,Fruta
14385,19,Refrigerado
14386,125,Congelado
14387,3,Congelado
14388,18,Fruta
14389,1,Refrigerado
11958,0,Refrigerado
11960,0,Refrigerado
11963,0,Refrigerado
11969,0,Refrigerado
11970,2,Refrigerado
11982,2,Refrigerado
11988,42,Congelado
11989,4,Refrigerado
12004,5,Fruta
12005,2,Fruta
12017,0,Refrigerado
12059,181,Refrigerado
12071,60,Congelado
12125,1,Refrigerado
12132,2,Refrigerado
12136,153,Refrigerado
12139,8,Refrigerado
12202,12,Refrigerado
12205,6,Refrigerado
13164,26,Refrigerado
13168,16,Refrigerado
13170,9,Refrigerado
13171,35,Refrigerado
13174,19,Fruta
13175,23,Refrigerado
13179,50,Refrigerado
13181,27,Congelado
13183,24,Congelado
13184,5,Fruta
13185,18,Refrigerado
13186,10,Refrigerado
13187,7,Refrigerado
13196,15,Congelado
13197,6,Refrigerado
13198,14,Fruta
13199,3,Fruta
13204,8,Refrigerado
13205,6,Refrigerado
13206,6,Refrigerado
13207,2,Refrigerado
13208,0,Refrigerado
13209,26,Refrigerado
13211,21,Refrigerado
13227,7,Congelado
13228,16,Congelado
13229,12,Fruta
13230,7,Congelado
13233,23,Congelado
13241,52,Congelado
13242,2,Fruta
13728,17,Refrigerado
13731,10,Refrigerado
13732,0,Congelado
13733,4,Refrigerado
13734,9,Refrigerado
13736,9,Refrigerado
13738,4,Congelado
13743,11,Fruta
13745,28,Refrigerado
13746,1,Fruta
13747,20,Congelado
13748,2,Fruta
13749,54,Congelado
13751,9,Refrigerado
13752,17,Fruta
13753,52,Congelado
13754,49,Congelado
13755,109,Congelado
13759,132,Congelado
13761,152,Congelado
13763,6,Fruta
13764,34,Congelado
13765,2,Fruta
13766,72,Congelado
13769,3,Refrigerado
13771,32,Refrigerado
13773,32,Refrigerado
13778,30,Refrigerado
13779,14,Refrigerado
14390,0,Refrigerado
14391,6,Refrigerado
14392,4,Refrigerado
14393,4,Refrigerado
14394,1,Fruta
14395,0,Refrigerado
14398,91,Congelado
14399,19,Refrigerado
14400,26,Fruta
14401,0,Congelado
14402,68,Congelado
14402,59,Congelado
14404,7,Fruta
14405,129,Congelado
14406,10,Fruta
14407,16,Refrigerado
14408,6,Fruta
14409,20,Refrigerado
14411,11,Fruta
14414,2,Fruta
14415,7,Fruta
14419,48,Congelado
14421,63,Congelado
14422,121,Refrigerado
14425,31,Congelado
14426,6,Fruta
14428,8,Fruta
14431,14,Refrigerado
14432,13,Refrigerado
12250,25,Congelado
12251,0,Refrigerado
12291,3,Refrigerado
12292,3,Refrigerado
12293,4,Refrigerado
12304,89,Congelado
12305,92,Congelado
12306,0,Refrigerado
12314,13,Refrigerado
12315,0,Fruta
12316,20,Fruta
12317,7,Refrigerado
12318,54,Congelado
12319,13,Fruta
12320,10,Fruta
12321,59,Congelado
12335,4,Fruta
12336,2,Refrigerado
12341,11,Congelado
12342,8,Fruta
12343,0,Refrigerado
12344,18,Congelado
12345,11,Fruta
12346,80,Congelado
12347,1,Fruta
12360,18,Congelado
13243,67,Congelado
13249,17,Refrigerado
13250,8,Fruta
13252,41,Fruta
13253,3,Congelado
13255,59,Refrigerado
13261,2,Refrigerado
13271,5,Refrigerado
13273,0,Refrigerado
13274,0,Refrigerado
13295,61,Refrigerado
13306,0,Refrigerado
13310,0,Refrigerado
13311,2,Refrigerado
13324,0,Refrigerado
13332,49,Refrigerado
13335,29,Refrigerado
13781,5,Refrigerado
13782,4,Refrigerado
13783,6,Refrigerado
13785,3,Refrigerado
13787,4,Refrigerado
13787,5,Refrigerado
13788,1,Refrigerado
13789,2,Congelado
13790,1,Refrigerado
13791,3,Refrigerado
13796,1,Refrigerado
13797,0,Refrigerado
13798,41,Refrigerado
13800,8,Refrigerado
13801,15,Refrigerado
13802,3,Refrigerado
13803,0,Congelado
13805,1,Refrigerado
13807,0,Refrigerado
13809,0,Refrigerado
13811,11,Refrigerado
13813,3,Refrigerado
13814,1,Refrigerado
13815,0,Refrigerado
13821,90,Congelado
13822,0,Congelado
14433,5,Refrigerado
14434,10,Refrigerado
14435,13,Refrigerado
14438,1,Refrigerado
14441,6,Refrigerado
14444,2,Refrigerado
14445,1,Refrigerado
14446,2,Refrigerado
14447,2,Refrigerado
14449,0,Refrigerado
14454,3,Refrigerado
14456,1,Refrigerado
14457,4,Refrigerado
14460,67,Refrigerado
14461,20,Refrigerado
14462,1,Refrigerado
14463,54,Refrigerado
14464,27,Refrigerado
14465,0,Refrigerado
14468,20,Refrigerado
14470,6,Congelado
14471,3,Congelado
14472,2,Refrigerado
14473,3,Congelado
14474,1,Refrigerado
12362,37,Congelado
12389,4,Refrigerado
12390,1,Refrigerado
12391,1,Refrigerado
12392,14,Refrigerado
12393,1,Refrigerado
12394,0,Refrigerado
12395,109,Refrigerado
12397,1,Refrigerado
12398,0,Congelado
12399,0,Refrigerado
12425,6,Refrigerado
12426,2,Refrigerado
12427,4,Refrigerado
12431,1,Refrigerado
12432,2,Refrigerado
12433,1,Refrigerado
12436,3,Refrigerado
12481,0,Refrigerado
12482,0,Refrigerado
12483,0,Congelado
12484,0,Refrigerado
12485,0,Refrigerado
12486,142,Fruta
12487,0,Refrigerado
12488,235,Refrigerado
12489,0,Refrigerado
12490,28,Refrigerado
12491,132,Fruta
12492,0,Congelado
13342,58,Congelado
13345,89,Refrigerado
13349,77,Refrigerado
13353,105,Fruta
13355,37,Fruta
13357,99,Congelado
13358,31,Refrigerado
13364,18,Refrigerado
13378,20,Refrigerado
12146,0,Refrigerado
12149,0,Refrigerado
12150,61,Refrigerado
12164,153,Refrigerado
12165,153,Refrigerado
12169,204,Congelado
12174,139,Fruta
12175,116,Fruta
12183,68,Refrigerado
10020,0,Fruta
12833,0,Refrigerado
12834,0,Refrigerado
12852,0,Refrigerado
12853,0,Congelado
12854,0,Refrigerado
12855,0,Refrigerado
12856,0,Refrigerado
12857,36,Fruta
12858,0,Refrigerado
12859,0,Refrigerado
12869,0,Refrigerado
12870,0,Refrigerado
12871,0,Refrigerado
12872,0,Refrigerado
12873,0,Refrigerado
12874,0,Refrigerado
12875,3,Refrigerado
12880,0,Refrigerado
12883,0,Congelado
12887,0,Refrigerado
12896,10,Refrigerado
12906,3,Refrigerado
12912,1,Refrigerado
12913,6,Refrigerado
12922,2,Refrigerado
12945,11,Fruta
12950,0,Refrigerado
12955,0,Refrigerado
12958,0,Refrigerado
12959,0,Refrigerado
12963,3,Refrigerado
12972,0,Refrigerado
10363,4,Refrigerado
10434,61,Refrigerado
10435,25,Refrigerado
10515,40,Fruta
10527,18,Fruta
10529,2,Refrigerado
10538,2,Refrigerado
10546,3,Refrigerado
10604,23,Refrigerado
10606,2,Refrigerado
10619,12,Refrigerado
10620,13,Fruta
10633,19,Fruta
10642,15,Refrigerado
10643,6,Fruta
10649,85,Congelado
10651,45,Congelado
10652,52,Refrigerado
10666,17,Congelado
10670,24,Refrigerado
13384,11,Refrigerado
13404,11,Fruta
13409,19,Refrigerado
13411,26,Fruta
13412,15,Congelado
13413,40,Congelado
13415,0,Refrigerado
13418,5,Refrigerado
13421,1,Refrigerado
13423,13,Refrigerado
13424,11,Refrigerado
13425,5,Fruta
13427,8,Refrigerado
13428,2,Fruta
13429,2,Fruta
13430,6,Refrigerado
13431,6,Refrigerado
13432,4,Refrigerado
13433,22,Refrigerado
13434,6,Fruta
13435,18,Refrigerado
12185,9,Refrigerado
12187,51,Refrigerado
12188,2,Refrigerado
12191,60,Congelado
12191,60,Congelado
12219,4,Refrigerado
12248,57,Refrigerado
12255,19,Fruta
12257,25,Refrigerado
12258,24,Refrigerado
12259,23,Refrigerado
12263,20,Refrigerado
12264,21,Refrigerado
12278,50,Refrigerado
12279,87,Congelado
12280,4,Fruta
12978,0,Refrigerado
12984,0,Refrigerado
14476,2,Refrigerado
14477,16,Refrigerado
14478,8,Refrigerado
14479,0,Refrigerado
14480,4,Refrigerado
14484,0,Refrigerado
14488,0,Refrigerado
14489,24,Refrigerado
14492,0,Refrigerado
14493,0,Congelado
14495,0,Refrigerado
14496,0,Refrigerado
14498,0,Refrigerado
14500,0,Refrigerado
14502,227,Refrigerado
14503,0,Refrigerado
14504,0,Refrigerado
14506,0,Refrigerado
14523,239,Congelado
14526,0,Refrigerado
14527,2,Refrigerado
10672,6,Refrigerado
10676,28,Refrigerado
10679,6,Refrigerado
10686,13,Refrigerado
10693,12,Refrigerado
10695,119,Congelado
10704,7,Refrigerado
10707,0,Refrigerado
10746,0,Refrigerado
10748,0,Refrigerado
10752,0,Refrigerado
10753,188,Fruta
10754,136,Fruta
10755,0,Congelado
10758,60,Refrigerado
10760,0,Refrigerado
10761,0,Congelado
10762,166,Fruta
10763,0,Refrigerado
10764,0,Refrigerado
10769,0,Congelado
10773,107,Fruta
10774,187,Congelado
10775,0,Refrigerado
10809,0,Refrigerado
10810,4,Refrigerado
10817,0,Refrigerado
10822,1,Congelado
10823,0,Refrigerado
10833,0,Congelado
10850,84,Fruta
10874,1,Refrigerado
10888,36,Congelado
13437,6,Refrigerado
13438,5,Refrigerado
13439,83,Congelado
13440,5,Fruta
13441,4,Fruta
13442,5,Refrigerado
13443,0,Fruta
13444,16,Fruta
13448,3,Refrigerado
13449,6,Fruta
13450,14,Fruta
13453,44,Congelado
13454,2,Fruta
13455,8,Refrigerado
13457,0,Refrigerado
13460,3,Congelado
13461,8,Fruta
13462,1,Refrigerado
13467,7,Refrigerado
13468,16,Fruta
13469,11,Refrigerado
13470,10,Refrigerado
13472,46,Congelado
13473,2,Fruta
13474,41,Congelado
13475,1,Fruta
13476,0,Fruta
13480,31,Congelado
13481,24,Fruta
13483,145,Refrigerado
13484,24,Fruta
13485,3,Congelado
12281,0,Refrigerado
12285,1,Fruta
12286,9,Fruta
12287,7,Fruta
12288,11,Refrigerado
12289,32,Refrigerado
12290,10,Refrigerado
12307,22,Refrigerado
12308,6,Fruta
12309,17,Refrigerado
12310,43,Fruta
12311,14,Refrigerado
12312,2,Fruta
12313,1,Refrigerado
12338,2,Refrigerado
12339,2,Refrigerado
12350,32,Congelado
12351,8,Refrigerado
12352,0,Refrigerado
12354,30,Congelado
12355,3,Fruta
12450,44,Refrigerado
12451,166,Refrigerado
12452,0,Refrigerado
12454,0,Refrigerado
12455,261,Refrigerado
14528,0,Refrigerado
14530,0,Refrigerado
14531,0,Refrigerado
14532,0,Refrigerado
14534,0,Refrigerado
14535,0,Refrigerado
14536,5,Refrigerado
14537,2,Refrigerado
14538,0,Refrigerado
14540,0,Refrigerado
14544,1,Refrigerado
14545,0,Refrigerado
14546,0,Congelado
14547,0,Refrigerado
14549,0,Refrigerado
14554,0,Refrigerado
14556,0,Refrigerado
14557,0,Congelado
14558,0,Refrigerado
14559,0,Congelado
14562,0,Refrigerado
14564,0,Refrigerado
14565,0,Refrigerado
14567,21,Refrigerado
14569,0,Refrigerado
14572,0,Refrigerado
14573,0,Refrigerado
14576,0,Refrigerado
14577,76,Fruta
14578,0,Refrigerado
14580,0,Refrigerado
14581,0,Refrigerado
14582,70,Fruta
14583,0,Refrigerado
10894,41,Refrigerado
10909,24,Congelado
10910,8,Refrigerado
10920,1,Refrigerado
10964,15,Refrigerado
10974,1,Fruta
10976,6,Refrigerado
10977,6,Fruta
11007,101,Refrigerado
11039,2,Refrigerado
11042,0,Refrigerado
11045,5,Refrigerado
11048,2,Congelado
11052,74,Congelado
11074,68,Refrigerado
11085,0,Refrigerado
11088,0,Refrigerado
11091,0,Refrigerado
11094,156,Refrigerado
11096,225,Congelado
11097,0,Congelado
11103,0,Refrigerado
11106,0,Refrigerado
11107,0,Refrigerado
11112,0,Refrigerado
11115,0,Refrigerado
11120,3,Congelado
11121,0,Refrigerado
11122,0,Refrigerado
11125,0,Refrigerado
11131,0,Congelado
11135,0,Refrigerado
13487,3,Congelado
13488,1,Congelado
13489,6,Congelado
13491,0,Refrigerado
13492,13,Fruta
13494,5,Congelado
13495,2,Refrigerado
13497,6,Fruta
13498,0,Congelado
13504,66,Refrigerado
13523,16,Refrigerado
13524,10,Refrigerado
13526,15,Refrigerado
13527,4,Refrigerado
13528,2,Refrigerado
13538,30,Refrigerado
13539,1,Refrigerado
13540,8,Refrigerado
13542,4,Refrigerado
13543,9,Refrigerado
13544,7,Refrigerado
13545,7,Refrigerado
13546,3,Congelado
13549,3,Refrigerado
13550,3,Refrigerado
12458,269,Fruta
12460,299,Refrigerado
12462,4,Refrigerado
12463,4,Refrigerado
12464,2,Refrigerado
12524,1,Refrigerado
12525,0,Refrigerado
12560,4,Refrigerado
12569,0,Refrigerado
12570,0,Refrigerado
12571,0,Refrigerado
12572,9,Refrigerado
12573,6,Fruta
12574,0,Refrigerado
12577,0,Refrigerado
12578,0,Congelado
12579,5,Congelado
12580,0,Congelado
12581,29,Congelado
12582,0,Congelado
12583,4,Fruta
12584,1,Refrigerado
12586,1,Refrigerado
12612,9,Refrigerado
12613,23,Congelado
12614,9,Fruta
12615,3,Refrigerado
12625,2,Fruta
12630,10,Fruta
12638,59,Refrigerado
12640,1,Fruta
17745,3,Fruta
17749,34,Refrigerado
17750,12,Congelado
17752,54,Congelado
17753,57,Congelado
17756,61,Congelado
17758,13,Refrigerado
17762,120,Congelado
17767,3,Refrigerado
17769,45,Refrigerado
17775,5,Refrigerado
17822,33,Refrigerado
17824,10,Refrigerado
17825,3,Congelado
17827,1,Refrigerado
17828,1,Refrigerado
17830,1,Congelado
17834,4,Refrigerado
17835,8,Refrigerado
17847,0,Congelado
17854,0,Refrigerado
17855,23,Refrigerado
17861,0,Refrigerado
17863,3,Refrigerado
18000,2,Refrigerado
18002,4,Fruta
18008,13,Refrigerado
18017,0,Fruta
18018,11,Refrigerado
18019,6,Refrigerado
18022,0,Congelado
18023,36,Refrigerado
18029,16,Refrigerado
18030,12,Refrigerado
18034,2,Fruta
18035,0,Fruta
18037,96,Congelado
18042,56,Refrigerado
18045,13,Fruta
18047,5,Fruta
18049,114,Congelado
18050,1,Fruta
18057,4,Refrigerado
18066,6,Refrigerado
18071,1,Refrigerado
18073,38,Congelado
18074,0,Refrigerado
18075,19,Congelado
18078,3,Congelado
18079,85,Congelado
18081,15,Fruta
18083,37,Congelado
18085,16,Congelado
18088,34,Refrigerado
18089,19,Congelado
18095,10,Congelado
19096,22,Refrigerado
19098,38,Congelado
19101,2,Refrigerado
19102,2,Refrigerado
19106,6,Refrigerado
19109,2,Refrigerado
19113,0,Fruta
19116,0,Fruta
19117,13,Refrigerado
19120,3,Refrigerado
19122,10,Fruta
19123,3,Fruta
19124,0,Fruta
19125,34,Refrigerado
19126,11,Congelado
19141,6,Fruta
19144,1,Fruta
19145,19,Refrigerado
19151,13,Fruta
19152,5,Congelado
19153,12,Refrigerado
19155,29,Congelado
19158,28,Refrigerado
19159,36,Congelado
19181,72,Congelado
19182,2,Fruta
19183,35,Refrigerado
19184,73,Congelado
19185,24,Fruta
19189,60,Refrigerado
19192,98,Refrigerado
19198,6,Refrigerado
16190,18,Refrigerado
16191,4,Fruta
16192,101,Congelado
16193,4,Refrigerado
16195,13,Fruta
16196,12,Fruta
16199,1,Congelado
16201,3,Fruta
16202,5,Fruta
16203,9,Refrigerado
16205,33,Refrigerado
16208,0,Fruta
16211,7,Fruta
16220,99,Congelado
16222,88,Congelado
16223,17,Refrigerado
16227,10,Refrigerado
16229,79,Congelado
16230,18,Fruta
16232,36,Refrigerado
16234,25,Refrigerado
16237,2,Refrigerado
16239,10,Fruta
16242,99,Congelado
16245,77,Congelado
16245,77,Congelado
16246,2,Refrigerado
16263,5,Fruta
16264,16,Refrigerado
16270,7,Fruta
16272,56,Congelado
16281,1,Congelado
16289,3,Refrigerado
17870,0,Refrigerado
17876,0,Refrigerado
17877,0,Refrigerado
17879,138,Refrigerado
17891,7,Congelado
17893,0,Congelado
17894,20,Refrigerado
17896,0,Congelado
17897,172,Congelado
17900,0,Refrigerado
17903,0,Refrigerado
17907,102,Congelado
17913,199,Congelado
17915,161,Fruta
17922,0,Refrigerado
17923,0,Refrigerado
17926,26,Refrigerado
17937,16,Refrigerado
17945,0,Refrigerado
17946,12,Fruta
17949,0,Refrigerado
17955,50,Fruta
17962,0,Refrigerado
17963,0,Refrigerado
17967,0,Refrigerado
17968,0,Congelado
17970,8,Fruta
17980,0,Refrigerado
17981,0,Refrigerado
17982,0,Refrigerado
17983,0,Refrigerado
18098,52,Refrigerado
18110,7,Refrigerado
18111,6,Refrigerado
18112,16,Refrigerado
18114,0,Refrigerado
18115,1,Refrigerado
18116,0,Refrigerado
18117,5,Refrigerado
18120,0,Refrigerado
18142,10,Refrigerado
18145,79,Refrigerado
