aprendido;volumen;edad;sexo;utilidad;tag
4;3;14;M;;2015_3_17_11
4;3;13;F;;2015_3_17_11
4;3;13;F;;2015_3_17_11
5;2;14;F;;2015_3_17_11
4;3;13;F;;2015_3_17_11
5;4;14;F;;2015_3_17_11
6;2;14;F;;2015_3_17_11
4;5;13;F;;2015_3_17_11
6;3;13;F;;2015_3_17_11
5;2;13;F;;2015_3_17_11
