aprendido;volumen;edad;sexo;utilidad;tag
5;4;14;F;6;2015_4_29_8
7;4;14;F;6;2015_4_29_8
3;2;15;M;5;2015_4_29_8
5;1;14;F;5;2015_4_29_8
5;3;16;F;5;2015_4_29_8
5;3;15;F;4;2015_4_29_8
6;2;15;M;6;2015_4_29_8
5;4;15;F;6;2015_4_29_8
5;7;14;M;4;2015_4_29_8
6;3;15;M;5;2015_4_29_8
6;2;14;M;6;2015_4_29_8
