aprendido;volumen;edad;sexo;utilidad;tag
2;4;15;M;;2015_3_16_13
6;4;14;F;;2015_3_16_13
4;5;15;F;;2015_3_16_13
6;6;15;F;;2015_3_16_13
6;6;15;F;;2015_3_16_13
