aprendido;volumen;edad;sexo;utilidad;tag
4;4;13;M;;2015_4_20_11
4;3;15;F;;2015_4_20_11
5;4;14;F;;2015_4_20_11
5;4;13;F;;2015_4_20_11
4;4;13;F;;2015_4_20_11
6;4;14;M;;2015_4_20_11
5;3;13;F;;2015_4_20_11
5;2;14;F;;2015_4_20_11
4;2;15;M;;2015_4_20_11
4;2;14;M;;2015_4_20_11
5;2;13;F;;2015_4_20_11
4;3;14;M;;2015_4_20_11
6;5;14;M;;2015_4_20_11
4;4;14;M;;2015_4_20_11
4;4;14;F;;2015_4_20_11
6;5;13;F;;2015_4_20_11
4;2;13;M;;2015_4_20_11
4;4;13;M;;2015_4_20_11
3;6;15;M;;2015_4_20_11
