aprendido;volumen;edad;sexo;utilidad;tag
5;5;14;M;2;2015_5_4_9
6;5;15;M;6;2015_5_4_9
4;4;15;F;4;2015_5_4_9
4;6;13;M;3;2015_5_4_9
7;3;13;M;7;2015_5_4_9
6;5;14;M;5;2015_5_4_9
6;5;14;M;4;2015_5_4_9
4;6;15;M;3;2015_5_4_9
6;2;14;M;7;2015_5_4_9
4;7;13;M;1;2015_5_4_9
5;3;13;F;3;2015_5_4_9
4;6;13;F;7;2015_5_4_9
7;4;13;F;5;2015_5_4_9
6;6;13;F;6;2015_5_4_9
6;3;15;F;6;2015_5_4_9
5;4;14;F;3;2015_5_4_9
2;5;14;M;4;2015_5_4_9
4;3;14;F;5;2015_5_4_9
3;5;16;M;6;2015_5_4_9
5;4;13;M;4;2015_5_4_9
