aprendido;volumen;edad;sexo;utilidad;tag
6;1;16;F;5;2015_4_30_13
6;2;15;F;5;2015_4_30_13
5;2;16;F;5;2015_4_30_13
6;4;14;F;7;2015_4_30_13
5;2;15;M;4;2015_4_30_13
4;5;15;F;6;2015_4_30_13
