aprendido;volumen;edad;sexo;utilidad;tag
4;3;14;M;6;2015_4_30_9
6;4;16;M;4;2015_4_30_9
5;3;14;M;5;2015_4_30_9
6;4;14;F;4;2015_4_30_9
7;1;14;F;5;2015_4_30_9
5;4;14;F;4;2015_4_30_9
5;4;15;F;4;2015_4_30_9
4;4;15;F;4;2015_4_30_9
7;4;15;F;7;2015_4_30_9
7;4;14;F;2;2015_4_30_9
6;4;15;F;4;2015_4_30_9
4;5;15;M;4;2015_4_30_9
4;5;16;M;2;2015_4_30_9
5;4;15;M;4;2015_4_30_9
6;6;16;M;4;2015_4_30_9
6;4;15;M;3;2015_4_30_9
7;3;15;M;6;2015_4_30_9
7;5;14;M;4;2015_4_30_9
