aprendido;volumen;edad;sexo;utilidad;tag
5;6;17;M;6;2015_5_4_13
7;7;17;M;6;2015_5_4_13
5;6;17;F;6;2015_5_4_13
7;4;17;F;4;2015_5_4_13
7;4;16;F;4;2015_5_4_13
5;5;16;F;5;2015_5_4_13
5;5;18;F;5;2015_5_4_13
7;5;16;M;4;2015_5_4_13
2;6;17;M;4;2015_5_4_13
4;4;18;M;4;2015_5_4_13
4;4;17;M;4;2015_5_4_13
4;5;17;M;5;2015_5_4_13
