aprendido;volumen;edad;sexo;utilidad;tag
6;4;17;M;7;2015_3_17_12
7;4;18;M;6;2015_3_17_12
4;2;16;F;7;2015_3_17_12
6;3;16;F;6;2015_3_17_12
6;3;16;F;6;2015_3_17_12
6;2;16;M;7;2015_3_17_12
4;2;16;M;5;2015_3_17_12
5;2;18;M;2;2015_3_17_12
