aprendido;volumen;edad;sexo;utilidad;tag
5;6;14;M;;2015_4_22_8
4;2;14;F;;2015_4_22_8
5;4;15;F;;2015_4_22_8
5;4;14;M;;2015_4_22_8
5;4;15;M;;2015_4_22_8
6;4;14;F;;2015_4_22_8
6;5;14;M;;2015_4_22_8
5;4;16;F;;2015_4_22_8
4;4;15;F;;2015_4_22_8
7;6;15;M;;2015_4_22_8
5;4;14;F;;2015_4_22_8
