timestamp, decibels, decibels_avg, tag
"1430739255753","-0.8191721535781277","-20.163834430715625","2015_5_4_13"
"1430739256829","-6.6474824951562","-16.493330929746868","2015_5_4_13"
"1430739257878","-0.003217592049413391","-11.493974448156749","2015_5_4_13"
"1430739258928","5.775910784939391","-5.33879229116887","2015_5_4_13"
"1430739259977","3.5218251811136247","0.365572745053855","2015_5_4_13"
"1430739261022","4.732984149656895","1.4760040057008594","2015_5_4_13"
"1430739262065","19.28658966689195","6.662818438110489","2015_5_4_13"
"1430739263107","2.39440202053586","7.142342360627543","2015_5_4_13"
"1430739264159","4.417651536886717","6.870690511017008","2015_5_4_13"
"1430739265205","0.981487660376595","6.362623006869603","2015_5_4_13"
"1430739266262","-0.45569277500639627","5.324887621936944","2015_5_4_13"
"1430739267315","8.033115658350884","3.074192820228732","2015_5_4_13"
"1430739268368","3.276033012624845","3.2505190186465285","2015_5_4_13"
"1430739269452","3.131431689547375","2.993275049178661","2015_5_4_13"
"1430739270498","2.9455089161817005","3.3860793003396816","2015_5_4_13"
"1430739271544","-1.6339556012471523","3.1504267350915307","2015_5_4_13"
"1430739272595","8.57349251296412","3.258502106014178","2015_5_4_13"
"1430739273641","1.9638981772435167","2.996075138937912","2015_5_4_13"
"1430739274691","0.3220873358153689","2.434206268191511","2015_5_4_13"
"1430739275732","-2.059683214404992","1.4331678420741722","2015_5_4_13"
"1430739276778","-4.615736748082783","0.8368116127070462","2015_5_4_13"
"1430739277823","-4.404864458018759","-1.7588597814895297","2015_5_4_13"
"1430739278867","-3.761552361510824","-2.9039498892403977","2015_5_4_13"
"1430739279923","-3.7764467172120613","-3.7236566998458835","2015_5_4_13"
"1430739280973","10.15511906978999","-1.2806962430068871","2015_5_4_13"
"1430739282032","-1.2652582489927189","-0.6106005431888747","2015_5_4_13"
"1430739283089","-4.330398322225789","-0.5957073160302805","2015_5_4_13"
"1430739285026","-8.015280843860724","-1.4464530125002604","2015_5_4_13"
"1430739286103","-0.178761755755655","-0.7269160202089793","2015_5_4_13"
"1430739287141","-3.911657876628541","-3.5402714094926857","2015_5_4_13"
"1430739288196","0.8483014097547488","-3.117559477743192","2015_5_4_13"
"1430739289250","-6.850384028639662","-3.6215566190259674","2015_5_4_13"
"1430739290289","-0.9869344316823783","-2.215887336590298","2015_5_4_13"
"1430739291342","2.713252040001461","-1.6374845774388742","2015_5_4_13"
"1430739292412","-1.886080756769256","-1.2323691534670174","2015_5_4_13"
"1430739293460","-2.4944864626945136","-1.9009267279568696","2015_5_4_13"
"1430739294513","-8.936729016303895","-2.3181957254897165","2015_5_4_13"
"1430739295574","-3.871375417701295","-2.8950839226934995","2015_5_4_13"
"1430739296621","-2.006831862343173","-3.8391007031624262","2015_5_4_13"
"1430739297668","-4.83185615624227","-4.428255783057029","2015_5_4_13"
"1430739298719","13.980686789876284","-1.1332211325428698","2015_5_4_13"
"1430739299778","11.86654196392887","3.0274330635036835","2015_5_4_13"
"1430739300823","10.456609753137503","5.893030097671441","2015_5_4_13"
"1430739301872","-4.131436153326116","5.468109239474854","2015_5_4_13"
"1430739302931","-0.20507268731105946","6.393465933261096","2015_5_4_13"
"1430739303983","4.746033025910094","4.546535180467858","2015_5_4_13"
"1430739305030","-1.0375390088342706","1.9657189859152304","2015_5_4_13"
"1430739306120","-4.9220999772480445","-1.1100229601618792","2015_5_4_13"
"1430739307173","-4.539448644793752","-1.1916254584554065","2015_5_4_13"
"1430739308203","-5.478139920495232","-2.246238905092241","2015_5_4_13"
"1430739309251","-8.954749540689056","-4.986395418412071","2015_5_4_13"
"1430739310298","-12.449557935983504","-7.268799203841918","2015_5_4_13"
"1430739311345","-5.943733131644419","-7.473125834721192","2015_5_4_13"
"1430739312371","-7.072651690131906","-7.979766443788823","2015_5_4_13"
"1430739313421","-2.1375106170266194","-7.311640583095101","2015_5_4_13"
"1430739314465","-11.888140541988738","-7.8983187833550375","2015_5_4_13"
"1430739315521","-7.167580390621138","-6.841923274282564","2015_5_4_13"
"1430739316582","0.9006612513268566","-5.47304439768831","2015_5_4_13"
"1430739317641","-8.395866411234183","-5.737687341908765","2015_5_4_13"
"1430739318681","-1.834272130906067","-5.677039644684654","2015_5_4_13"
"1430739319722","-0.10355877828951945","-3.3201232919448103","2015_5_4_13"
"1430739320769","-0.9941456314640068","-2.0854363401133837","2015_5_4_13"
"1430739321819","7.610924325222231","-0.743383725334309","2015_5_4_13"
"1430739322893","2.785918117250935","1.4929731803627146","2015_5_4_13"
"1430739323947","2.8487163611350668","2.4295708787709414","2015_5_4_13"
"1430739324986","4.269371293332978","3.3041568930954406","2015_5_4_13"
"1430739326037","3.209592941315943","4.144904607651431","2015_5_4_13"
"1430739327083","-0.9581493526846846","2.4310898720700473","2015_5_4_13"
"1430739328126","4.678714706818195","2.8096491899835","2015_5_4_13"
"1430739329183","5.704476270334101","3.3808011718233066","2015_5_4_13"
"1430739330238","-2.8354962323278117","1.9598276666911487","2015_5_4_13"
"1430739331281","10.898807047860311","3.497670488000023","2015_5_4_13"
"1430739332331","2.8926371208856057","4.267827782714081","2015_5_4_13"
"1430739333399","1.5889849270701761","3.6498818267644766","2015_5_4_13"
"1430739334442","2.1592659876077542","2.940839770219207","2015_5_4_13"
"1430739335500","3.6114372176227043","4.23022646020931","2015_5_4_13"
"1430739336542","9.298838866141866","3.910232823865621","2015_5_4_13"
"1430739337593","5.178418767072847","4.367389153103069","2015_5_4_13"
"1430739338675","3.9015852234461463","4.829909212378263","2015_5_4_13"
"1430739339731","-2.4091626956569194","3.916223475725329","2015_5_4_13"
"1430739340783","4.964916152415373","4.186919262683863","2015_5_4_13"
"1430739341843","3.0932123645597693","2.945793962367443","2015_5_4_13"
"1430739342883","8.054777831076127","3.521065775168099","2015_5_4_13"
"1430739343937","7.843513389957433","4.309451408470356","2015_5_4_13"
"1430739344802","-3.6188752370018666","4.067508900201367","2015_5_4_13"
"1430739345856","7.509885307196603","4.576502731157613","2015_5_4_13"
"1430739346898","6.230368145565714","5.203933887358803","2015_5_4_13"
"1430739347943","11.922978565796472","5.977574034302871","2015_5_4_13"
"1430739349000","10.61632177499561","6.532135711310507","2015_5_4_13"
"1430739350038","9.850034220530283","9.225917602816937","2015_5_4_13"
"1430739351115","0.5303626515000996","7.8300130716776355","2015_5_4_13"
"1430739352141","-3.153363524577903","5.953266737648912","2015_5_4_13"
"1430739353191","10.704944450458939","5.7096599145814055","2015_5_4_13"
"1430739354238","10.629578340845104","5.712311227751305","2015_5_4_13"
"1430739355293","2.169295884378218","4.176163560520892","2015_5_4_13"
"1430739356333","13.597974990001557","6.789686028221183","2015_5_4_13"
"1430739357406","1.8762132735256831","7.795601387841899","2015_5_4_13"
"1430739358469","9.548856704933739","7.564383838736859","2015_5_4_13"
"1430739359511","9.464871993129211","7.331442569193681","2015_5_4_13"
"1430739360566","4.198239861458512","7.737231364609739","2015_5_4_13"
"1430739361590","19.515101797748724","8.920656726159173","2015_5_4_13"
"1430739362647","5.689450220120129","9.683304115478062","2015_5_4_13"
"1430739363700","6.27578261835826","9.028689298162966","2015_5_4_13"
"1430739364738","-5.175216658982549","6.100671567740615","2015_5_4_13"
"1430739365780","3.3550960179275098","5.932042799034415","2015_5_4_13"
"1430739366841","12.19030720713599","4.467083880911868","2015_5_4_13"
"1430739367903","8.932814122180757","5.115756661323994","2015_5_4_13"
"1430739368946","7.809543260829339","5.42250878981821","2015_5_4_13"
"1430739369999","8.368481201573964","8.131248361929512","2015_5_4_13"
"1430739371054","16.77231824972673","10.814692808289355","2015_5_4_13"
"1430739372107","19.161716970421704","12.208974760946498","2015_5_4_13"
"1430739373155","6.3488848159922995","11.692188899708807","2015_5_4_13"
"1430739374200","15.34036731698614","13.198353710940168","2015_5_4_13"
"1430739375241","12.965754258297153","14.117808322284805","2015_5_4_13"
"1430739376287","-0.11985195440092125","10.739374281459275","2015_5_4_13"
"1430739377361","8.147188517447692","8.536468590864471","2015_5_4_13"
"1430739378426","4.413781681782354","8.149447964022484","2015_5_4_13"
"1430739379471","6.835283197486949","6.448431140122645","2015_5_4_13"
"1430739380506","12.011391522332362","6.257558592929686","2015_5_4_13"
"1430739381548","13.585192221486865","8.998567428107243","2015_5_4_13"
"1430739382590","15.502225953153975","10.4695749152485","2015_5_4_13"
"1430739383643","15.814041568591986","12.749626892610426","2015_5_4_13"
"1430739384700","15.815604106833492","14.545691074479738","2015_5_4_13"
"1430739385748","7.168568071433761","13.577126384300016","2015_5_4_13"
"1430739386789","7.966517534799674","12.453391446962579","2015_5_4_13"
"1430739387831","3.4680424108979997","10.046554738511384","2015_5_4_13"
"1430739388878","8.750313641562013","8.633809153105389","2015_5_4_13"
"1430739389920","7.463690884581372","6.9634265086549645","2015_5_4_13"
"1430739390968","0.374626234252301","5.604638141218672","2015_5_4_13"
"1430739392012","0.48180409239281635","4.107695452737301","2015_5_4_13"
"1430739393061","8.556691947497802","5.12542536005726","2015_5_4_13"
"1430739394112","8.620123459277902","5.099387323600438","2015_5_4_13"
"1430739395158","4.578647922234847","4.522378731131133","2015_5_4_13"
"1430739396213","4.174399344282661","5.282333353137206","2015_5_4_13"
"1430739397292","11.942523047258057","7.5744771441102525","2015_5_4_13"
"1430739398340","15.461636345481605","8.955466023707015","2015_5_4_13"
"1430739399386","16.45110992831848","10.52166331751513","2015_5_4_13"
"1430739400436","15.6095466443271","12.72784306193358","2015_5_4_13"
"1430739401484","16.19219175362033","15.131401543801115","2015_5_4_13"
"1430739402532","14.524881784053616","15.647873291160227","2015_5_4_13"
"1430739403585","-2.857819271184096","11.983982167827088","2015_5_4_13"
"1430739404510","7.9870637055582065","10.291172923275033","2015_5_4_13"
"1430739405563","8.884366803377969","8.946136955085205","2015_5_4_13"
"1430739406603","8.44790537831563","7.397279680024265","2015_5_4_13"
"1430739407656","6.584189795708136","5.809141282355169","2015_5_4_13"
"1430739408701","9.595876891619785","8.299880514915944","2015_5_4_13"
"1430739409743","12.56777860100623","9.21602349400555","2015_5_4_13"
"1430739410786","14.598886625144576","10.358927458358872","2015_5_4_13"
"1430739411838","4.603299519459905","9.590006286587727","2015_5_4_13"
"1430739412883","18.72133414921247","12.017435157288594","2015_5_4_13"
"1430739413922","13.512851644451132","12.800830107854864","2015_5_4_13"
"1430739414966","9.85417331502751","12.258109050659119","2015_5_4_13"
"1430739416019","6.50240400567244","10.63881252676469","2015_5_4_13"
"1430739417094","9.160999997674432","11.550352622407596","2015_5_4_13"
"1430739418142","8.803015890987893","9.56668897076268","2015_5_4_13"
"1430739419189","9.761608926124993","8.816440427097453","2015_5_4_13"
"1430739420238","11.010908118636099","9.047787387819172","2015_5_4_13"
"1430739421282","17.39593000620442","11.226492587925566","2015_5_4_13"
"1430739422325","5.245505240051219","10.443393636400923","2015_5_4_13"
"1430739423369","12.41967670131353","11.166725798466052","2015_5_4_13"
"1430739424422","7.454149694533479","10.70523395214775","2015_5_4_13"
"1430739425470","16.061045468160966","11.715261422052723","2015_5_4_13"
"1430739426516","7.336065911139039","9.703288603039647","2015_5_4_13"
"1430739427562","10.479743864173452","10.750136327864093","2015_5_4_13"
"1430739428611","5.751058437117477","9.416412675024883","2015_5_4_13"
"1430739429657","19.579832385509665","11.84154921322012","2015_5_4_13"
"1430739430710","6.506967920115687","9.930733703611065","2015_5_4_13"
"1430739431755","12.70371549205893","11.004263619795042","2015_5_4_13"
"1430739432802","9.927315912253343","10.89377802941102","2015_5_4_13"
"1430739433861","9.516650922252287","11.646896526437981","2015_5_4_13"
"1430739434897","6.715842038463862","9.074098457028821","2015_5_4_13"
"1430739435921","2.214287643532766","8.215562401712237","2015_5_4_13"
"1430739437001","0.6625156654996813","5.807322436400388","2015_5_4_13"
"1430739438043","10.373202847286782","5.896499823407076","2015_5_4_13"
"1430739439099","-3.8563175295531904","3.22190613304598","2015_5_4_13"
"1430739440147","5.331253612950354","2.9449884479432784","2015_5_4_13"
"1430739441180","-2.3204657506339816","2.038037769109929","2015_5_4_13"
"1430739442230","4.336020288300276","2.7727386936700475","2015_5_4_13"
"1430739443260","3.6199236761757403","1.4220828594478392","2015_5_4_13"
"1430739444301","19.686211408145464","6.1305886469875706","2015_5_4_13"
"1430739445338","3.383470604109629","5.741032045219425","2015_5_4_13"
"1430739446360","16.90287989341737","9.585701174029698","2015_5_4_13"
"1430739447420","3.4702001278729675","9.412537141944235","2015_5_4_13"
"1430739448476","-5.239665376940756","7.640619331320934","2015_5_4_13"
"1430739449524","-1.2988161386602912","3.443613821959784","2015_5_4_13"
"1430739450572","2.2317216931038297","3.2132640397586236","2015_5_4_13"
"1430739451629","-5.520554533878509","-1.2714228457005519","2015_5_4_13"
"1430739452673","-0.12964255055840668","-1.9913913813868267","2015_5_4_13"
"1430739453722","0.972863575963266","-0.7488855908060222","2015_5_4_13"
"1430739454773","8.732674923719276","1.2574126216698913","2015_5_4_13"
"1430739455823","-0.08729610804900176","0.793609061439325","2015_5_4_13"
"1430739456895","10.500896140736904","3.9978991963624084","2015_5_4_13"
"1430739457943","-0.07430785944109314","4.0089661345858705","2015_5_4_13"
"1430739459015","2.6042920828394673","4.335251835961111","2015_5_4_13"
"1430739460056","-0.8085731411121639","2.4270022229948225","2015_5_4_13"
"1430739461097","3.938459338610541","3.232153312326731","2015_5_4_13"
"1430739462134","0.34685111492185167","1.2013443071637206","2015_5_4_13"
"1430739463185","6.769129872092097","2.5700318534703586","2015_5_4_13"
"1430739464058","-0.7944612133319889","1.8902811942360676","2015_5_4_13"
"1430739465099","1.5271442505325248","2.3574246725650054","2015_5_4_13"
"1430739466158","4.540585242402734","2.477849853323444","2015_5_4_13"
"1430739467197","-0.2977937011753306","2.348920890104007","2015_5_4_13"
"1430739468240","-0.2678824388850064","0.9415184279085868","2015_5_4_13"
"1430739469278","-5.417904660798997","0.01682973841518507","2015_5_4_13"
"1430739470358","2.6233400940654805","0.23606890712177622","2015_5_4_13"
"1430739471410","7.1910886211118195","0.7661695828635932","2015_5_4_13"
"1430739472457","0.5394372366592038","0.9336157704305","2015_5_4_13"
"1430739473490","11.827064317840854","3.3526051217756723","2015_5_4_13"
"1430739474532","-0.6719501606507455","4.301796021805322","2015_5_4_13"
"1430739475580","1.6849037015098591","4.1141087432941985","2015_5_4_13"
"1430739476625","0.46657370160979145","2.7692057593937927","2015_5_4_13"
"1430739477670","10.763838401237125","4.814085992309377","2015_5_4_13"
"1430739478724","0.24736954485218976","2.498147037711644","2015_5_4_13"
"1430739479778","-4.235584758894651","1.7854201180628624","2015_5_4_13"
"1430739480827","-1.8065026496292889","1.087138847835033","2015_5_4_13"
"1430739481884","-3.44495839947842","0.304832427617391","2015_5_4_13"
"1430739482932","-1.7158801620519033","-2.1911112850404146","2015_5_4_13"
"1430739483991","1.580943677023792","-1.924396458606094","2015_5_4_13"
"1430739485037","-0.44552789422304506","-1.166385085671773","2015_5_4_13"
"1430739486081","-0.2248583214656871","-0.8500562200390526","2015_5_4_13"
"1430739487125","3.4030603898204577","0.5195475378207227","2015_5_4_13"
"1430739488172","5.571685047035473","1.977060579638198","2015_5_4_13"
