aprendido;volumen;edad;sexo;utilidad;tag
5;6;15;F;6;2015_5_8_9
4;4;13;M;7;2015_5_8_9
6;6;13;M;6;2015_5_8_9
5;4;13;F;6;2015_5_8_9
6;3;13;F;5;2015_5_8_9
5;6;15;F;7;2015_5_8_9
6;5;14;F;5;2015_5_8_9
7;4;13;F;5;2015_5_8_9
6;4;13;F;7;2015_5_8_9
4;4;13;F;6;2015_5_8_9
4;4;14;F;4;2015_5_8_9
7;4;13;M;7;2015_5_8_9
6;4;14;M;7;2015_5_8_9
6;3;13;F;7;2015_5_8_9
6;4;14;F;5;2015_5_8_9
5;4;14;F;7;2015_5_8_9
