aprendido;volumen;edad;sexo;utilidad;tag
5;6;15;F;;2015_3_16_9
5;5;14;F;;2015_3_16_9
5;6;14;M;;2015_3_16_9
4;5;16;M;;2015_3_16_9
7;6;16;M;;2015_3_16_9
5;3;15;M;;2015_3_16_9
5;2;16;M;;2015_3_16_9
4;4;14;M;;2015_3_16_9
5;5;15;M;;2015_3_16_9
6;4;14;M;;2015_3_16_9
6;4;15;F;;2015_3_16_9
5;6;14;F;;2015_3_16_9
6;6;14;F;;2015_3_16_9
5;7;14;F;;2015_3_16_9
5;6;15;F;;2015_3_16_9
2;4;15;M;;2015_3_16_9
2;3;16;M;;2015_3_16_9
5;3;15;M;;2015_3_16_9
