aprendido;volumen;edad;sexo;utilidad;tag
5;6;17;M;;2015_4_20_13
4;5;17;M;;2015_4_20_13
6;4;18;F;;2015_4_20_13
4;4;16;F;;2015_4_20_13
3;5;17;M;;2015_4_20_13
4;5;16;F;;2015_4_20_13
4;4;17;M;;2015_4_20_13
4;5;17;F;;2015_4_20_13
7;6;16;M;;2015_4_20_13
6;6;17;F;;2015_4_20_13
5;4;17;F;;2015_4_20_13
6;5;18;F;;2015_4_20_13
