sensor;fecha;temperatura;tipo_temperatura;day;month;year;hour;minutes;time;total_minutos;diferencia
5077JTJ_3;05/02/2018 2:18;-4;CONGELADO;5;2;2018;2;18;2:18;138;15
5077JTJ_3;05/02/2018 2:33;-4;CONGELADO;5;2;2018;2;33;2:33;153;15
5077JTJ_3;05/02/2018 2:48;-5;CONGELADO;5;2;2018;2;48;2:48;168;15
5077JTJ_3;05/02/2018 3:03;-6;CONGELADO;5;2;2018;3;3;3:03;183;15
5077JTJ_3;05/02/2018 4:42;-4;CONGELADO;5;2;2018;4;42;4:42;282;99
5077JTJ_3;05/02/2018 4:57;-4;CONGELADO;5;2;2018;4;57;4:57;297;15
5077JTJ_3;05/02/2018 5:12;-5;CONGELADO;5;2;2018;5;12;5:12;312;15
5077JTJ_3;05/02/2018 5:27;-6;CONGELADO;5;2;2018;5;27;5:27;327;15
5077JTJ_3;05/02/2018 5:39;-9;CONGELADO;5;2;2018;5;39;5:39;339;12
5077JTJ_3;05/02/2018 5:54;-9;CONGELADO;5;2;2018;5;54;5:54;354;15
5077JTJ_3;05/02/2018 6:09;-3;CONGELADO;5;2;2018;6;9;6:09;369;15
5077JTJ_3;05/02/2018 6:24;-3;CONGELADO;5;2;2018;6;24;6:24;384;15
5077JTJ_3;05/02/2018 6:35;-6;CONGELADO;5;2;2018;6;35;6:35;395;11
5077JTJ_3;05/02/2018 6:50;-6;CONGELADO;5;2;2018;6;50;6:50;410;15
5077JTJ_3;05/02/2018 7:05;-7;CONGELADO;5;2;2018;7;5;7:05;425;15
5077JTJ_3;05/02/2018 7:20;-9;CONGELADO;5;2;2018;7;20;7:20;440;15
5077JTJ_3;05/02/2018 7:33;-8;CONGELADO;5;2;2018;7;33;7:33;453;13
5077JTJ_3;05/02/2018 7:48;-8;CONGELADO;5;2;2018;7;48;7:48;468;15
5077JTJ_3;05/02/2018 8:03;-3;CONGELADO;5;2;2018;8;3;8:03;483;15
5077JTJ_3;05/02/2018 8:18;-3;CONGELADO;5;2;2018;8;18;8:18;498;15
5077JTJ_3;05/02/2018 8:29;-5;CONGELADO;5;2;2018;8;29;8:29;509;11
5077JTJ_3;05/02/2018 8:44;-5;CONGELADO;5;2;2018;8;44;8:44;524;15
