sensor;timestamp;timestamp_str;temperature
dprime;1524701795;26/04/2018 00:16;21.9
dprime;1524703545;26/04/2018 00:45;21.5
dprime;1524705295;26/04/2018 01:14;20.7
dprime;1524707045;26/04/2018 01:44;20.1
dprime;1524708795;26/04/2018 02:13;19.6
dprime;1524710545;26/04/2018 02:42;19.1
dprime;1524712295;26/04/2018 03:11;18.7
dprime;1524714045;26/04/2018 03:40;18.3
dprime;1524715795;26/04/2018 04:09;17.8
dprime;1524717545;26/04/2018 04:39;17.4
dprime;1524719295;26/04/2018 05:08;17.1
dprime;1524721045;26/04/2018 05:37;16.8
dprime;1524722795;26/04/2018 06:06;16.7
dprime;1524724545;26/04/2018 06:35;16.4
dprime;1524726295;26/04/2018 07:04;16.3
dprime;1524728045;26/04/2018 07:34;12.6
dprime;1524729795;26/04/2018 08:03;-3.4
dprime;1524731545;26/04/2018 08:32;-7.1
dprime;1524733295;26/04/2018 09:01;-9.0
dprime;1524735045;26/04/2018 09:30;-11.2
dprime;1524736795;26/04/2018 09:59;-1.5
dprime;1524738545;26/04/2018 10:29;17.9
dprime;1524740295;26/04/2018 10:58;29.7
dprime;1524742045;26/04/2018 11:27;35.0
dprime;1524743795;26/04/2018 11:56;-1.7
dprime;1524745545;26/04/2018 12:25;-9.2
dprime;1524747295;26/04/2018 12:54;-11.7
dprime;1524749045;26/04/2018 13:24;-12.6
dprime;1524750795;26/04/2018 13:53;-12.8
dprime;1524752545;26/04/2018 14:22;-13.1
dprime;1524754295;26/04/2018 14:51;24.6
dprime;1524756045;26/04/2018 15:20;35.1
dprime;1524757795;26/04/2018 15:49;36.5
dprime;1524759545;26/04/2018 16:19;34.5
dprime;1524761295;26/04/2018 16:48;32.8
dprime;1524763045;26/04/2018 17:17;31.5
dprime;1524764795;26/04/2018 17:46;30.8
dprime;1524766545;26/04/2018 18:15;30.2
dprime;1524768295;26/04/2018 18:44;29.6
dprime;1524770045;26/04/2018 19:14;28.9
dprime;1524771795;26/04/2018 19:43;28.0
dprime;1524773545;26/04/2018 20:12;27.0
dprime;1524775295;26/04/2018 20:41;26.3
dprime;1524777045;26/04/2018 21:10;25.5
dprime;1524778795;26/04/2018 21:39;24.8
dprime;1524780545;26/04/2018 22:09;24.1
dprime;1524782295;26/04/2018 22:38;23.4
dprime;1524784045;26/04/2018 23:07;22.9
dprime;1524785795;26/04/2018 23:36;22.4
