sensor;timestamp;timestamp_str;temperature;hora
0972JSD_4;1523450180;11/04/2018 14:36;10.67;14
0972JSD_2;1523450283;11/04/2018 14:38;11.00;14
0972JSD_3;1523450464;11/04/2018 14:41;10.33;14
0972JSD_1;1523450983;11/04/2018 14:49;10.33;14
0972JSD_4;1523451116;11/04/2018 14:51;10.67;14
0972JSD_3;1523451364;11/04/2018 14:56;10.67;14
0972JSD_1;1523451835;11/04/2018 15:03;10.67;15
0972JSD_4;1523452016;11/04/2018 15:06;11.00;15
0972JSD_2;1523452217;11/04/2018 15:10;11.67;15
0972JSD_3;1523452246;11/04/2018 15:10;11.00;15
0972JSD_1;1523452735;11/04/2018 15:18;11.00;15
0972JSD_4;1523452939;11/04/2018 15:22;11.33;15
0972JSD_2;1523452950;11/04/2018 15:22;12.00;15
0972JSD_3;1523453146;11/04/2018 15:25;11.33;15
0972JSD_1;1523453618;11/04/2018 15:33;11.33;15
0972JSD_4;1523453839;11/04/2018 15:37;11.67;15
0972JSD_2;1523453850;11/04/2018 15:37;12.00;15
0972JSD_3;1523454028;11/04/2018 15:40;11.67;15
0972JSD_1;1523454518;11/04/2018 15:48;11.67;15
0972JSD_2;1523454767;11/04/2018 15:52;12.33;15
0972JSD_4;1523454793;11/04/2018 15:53;12.00;15
0972JSD_3;1523454928;11/04/2018 15:55;12.00;15
0972JSD_1;1523455375;11/04/2018 16:02;11.67;16
0972JSD_2;1523455667;11/04/2018 16:07;12.67;16
0972JSD_4;1523455693;11/04/2018 16:08;12.33;16
0972JSD_3;1523455814;11/04/2018 16:10;12.33;16
0972JSD_1;1523456275;11/04/2018 16:17;12.00;16
0972JSD_2;1523456617;11/04/2018 16:23;13.00;16
0972JSD_4;1523456620;11/04/2018 16:23;12.67;16
0972JSD_3;1523456714;11/04/2018 16:25;12.33;16
0972JSD_1;1523457133;11/04/2018 16:32;12.33;16
0972JSD_2;1523457517;11/04/2018 16:38;13.33;16
0972JSD_4;1523457520;11/04/2018 16:38;13.00;16
0972JSD_3;1523457601;11/04/2018 16:40;12.67;16
0972JSD_1;1523458033;11/04/2018 16:47;12.33;16
0972JSD_2;1523458439;11/04/2018 16:53;13.67;16
0972JSD_4;1523458449;11/04/2018 16:54;13.00;16
0972JSD_3;1523458501;11/04/2018 16:55;13.00;16
0972JSD_1;1523458893;11/04/2018 17:01;12.67;17
0972JSD_2;1523459339;11/04/2018 17:08;13.67;17
0972JSD_4;1523459349;11/04/2018 17:09;13.33;17
0972JSD_3;1523459391;11/04/2018 17:09;13.00;17
0972JSD_1;1523459793;11/04/2018 17:16;13.00;17
0972JSD_2;1523460248;11/04/2018 17:24;14.00;17
0972JSD_4;1523460271;11/04/2018 17:24;13.33;17
0972JSD_3;1523460291;11/04/2018 17:24;13.33;17
0972JSD_1;1523460636;11/04/2018 17:30;13.00;17
0972JSD_3;1523460658;11/04/2018 17:30;13.33;17
0972JSD_4;1523460704;11/04/2018 17:31;13.67;17
0972JSD_1;1523461050;11/04/2018 17:37;13.00;17
0972JSD_2;1523461148;11/04/2018 17:39;14.00;17
0972JSD_4;1523461171;11/04/2018 17:39;13.67;17
0972JSD_3;1523461243;11/04/2018 17:40;13.33;17
0972JSD_2;1523461269;11/04/2018 17:41;14.00;17
0972JSD_1;1523461536;11/04/2018 17:45;13.00;17
0972JSD_2;1523462075;11/04/2018 17:54;14.00;17
0972JSD_4;1523462122;11/04/2018 17:55;13.67;17
0972JSD_3;1523462143;11/04/2018 17:55;13.67;17
0972JSD_1;1523462404;11/04/2018 18:00;13.67;18
0972JSD_2;1523462975;11/04/2018 18:09;14.33;18
0972JSD_4;1523463022;11/04/2018 18:10;14.00;18
0972JSD_3;1523463137;11/04/2018 18:12;14.00;18
0972JSD_1;1523463304;11/04/2018 18:15;14.00;18
0972JSD_2;1523463931;11/04/2018 18:25;14.67;18
0972JSD_4;1523463956;11/04/2018 18:25;14.33;18
0972JSD_3;1523464037;11/04/2018 18:27;14.33;18
0972JSD_1;1523464200;11/04/2018 18:30;14.33;18
0972JSD_2;1523464831;11/04/2018 18:40;14.67;18
0972JSD_4;1523464856;11/04/2018 18:40;14.33;18
0972JSD_3;1523465007;11/04/2018 18:43;14.33;18
0972JSD_1;1523465100;11/04/2018 18:45;14.33;18
0972JSD_2;1523465759;11/04/2018 18:55;15.00;18
0972JSD_4;1523465822;11/04/2018 18:57;14.67;18
0972JSD_3;1523465907;11/04/2018 18:58;14.67;18
0972JSD_1;1523465967;11/04/2018 18:59;14.67;18
0972JSD_2;1523466659;11/04/2018 19:10;15.00;19
0972JSD_4;1523466722;11/04/2018 19:12;14.67;19
0972JSD_1;1523466867;11/04/2018 19:14;14.33;19
0972JSD_3;1523466908;11/04/2018 19:15;14.67;19
0972JSD_2;1523467586;11/04/2018 19:26;15.00;19
0972JSD_4;1523467657;11/04/2018 19:27;14.67;19
0972JSD_1;1523467733;11/04/2018 19:28;14.33;19
0972JSD_3;1523467808;11/04/2018 19:30;14.33;19
0972JSD_2;1523468486;11/04/2018 19:41;14.67;19
0972JSD_4;1523468557;11/04/2018 19:42;14.67;19
0972JSD_1;1523468633;11/04/2018 19:43;14.00;19
0972JSD_3;1523468777;11/04/2018 19:46;14.33;19
0972JSD_2;1523469412;11/04/2018 19:56;14.33;19
0972JSD_4;1523469492;11/04/2018 19:58;14.33;19
0972JSD_1;1523469498;11/04/2018 19:58;14.00;19
0972JSD_3;1523469677;11/04/2018 20:01;14.00;20
0972JSD_2;1523470312;11/04/2018 20:11;14.33;20
0972JSD_4;1523470392;11/04/2018 20:13;14.00;20
0972JSD_1;1523470398;11/04/2018 20:13;13.67;20
0972JSD_3;1523470644;11/04/2018 20:17;13.67;20
0972JSD_2;1523471266;11/04/2018 20:27;14.00;20
0972JSD_1;1523471291;11/04/2018 20:28;13.33;20
0972JSD_4;1523471324;11/04/2018 20:28;13.67;20
0972JSD_3;1523471544;11/04/2018 20:32;13.67;20
0972JSD_2;1523472166;11/04/2018 20:42;13.67;20
0972JSD_1;1523472191;11/04/2018 20:43;13.00;20
0972JSD_4;1523472224;11/04/2018 20:43;13.67;20
0972JSD_3;1523472493;11/04/2018 20:48;13.33;20
0972JSD_1;1523473015;11/04/2018 20:56;12.67;20
0972JSD_2;1523473108;11/04/2018 20:58;13.33;20
0972JSD_4;1523473226;11/04/2018 21:00;13.33;21
0972JSD_3;1523473393;11/04/2018 21:03;13.00;21
0972JSD_2;1523473515;11/04/2018 21:05;13.00;21
0972JSD_1;1523473584;11/04/2018 21:06;12.67;21
0972JSD_3;1523473668;11/04/2018 21:07;13.00;21
0972JSD_4;1523473714;11/04/2018 21:08;13.00;21
0972JSD_1;1523473915;11/04/2018 21:11;12.67;21
0972JSD_2;1523474008;11/04/2018 21:13;13.00;21
0972JSD_4;1523474126;11/04/2018 21:15;13.00;21
0972JSD_3;1523474348;11/04/2018 21:19;12.67;21
0972JSD_1;1523474764;11/04/2018 21:26;12.67;21
0972JSD_2;1523474908;11/04/2018 21:28;13.00;21
0972JSD_4;1523475026;11/04/2018 21:30;13.00;21
0972JSD_3;1523475248;11/04/2018 21:34;12.67;21
0972JSD_1;1523475664;11/04/2018 21:41;13.00;21
0972JSD_2;1523475808;11/04/2018 21:43;13.00;21
0972JSD_4;1523475926;11/04/2018 21:45;12.67;21
0972JSD_3;1523476215;11/04/2018 21:50;13.00;21
0972JSD_1;1523476564;11/04/2018 21:56;13.00;21
0972JSD_2;1523476708;11/04/2018 21:58;13.00;21
0972JSD_4;1523476826;11/04/2018 22:00;12.67;22
0972JSD_3;1523477115;11/04/2018 22:05;13.00;22
0972JSD_1;1523477464;11/04/2018 22:11;13.00;22
0972JSD_2;1523477608;11/04/2018 22:13;13.00;22
0972JSD_4;1523477726;11/04/2018 22:15;13.00;22
0972JSD_3;1523478101;11/04/2018 22:21;13.00;22
0972JSD_1;1523478326;11/04/2018 22:25;13.33;22
0972JSD_2;1523478559;11/04/2018 22:29;13.00;22
0972JSD_4;1523478654;11/04/2018 22:30;13.00;22
0972JSD_3;1523479001;11/04/2018 22:36;13.00;22
0972JSD_1;1523479226;11/04/2018 22:40;13.33;22
0972JSD_2;1523479459;11/04/2018 22:44;13.00;22
0972JSD_4;1523479554;11/04/2018 22:45;13.00;22
0972JSD_3;1523479996;11/04/2018 22:53;13.33;22
0972JSD_1;1523480090;11/04/2018 22:54;13.33;22
0972JSD_2;1523480380;11/04/2018 22:59;13.00;22
0972JSD_4;1523480483;11/04/2018 23:01;13.00;23
0972JSD_3;1523480896;11/04/2018 23:08;13.33;23
0972JSD_1;1523480990;11/04/2018 23:09;13.33;23
0972JSD_2;1523481280;11/04/2018 23:14;13.00;23
0972JSD_4;1523481383;11/04/2018 23:16;13.00;23
0972JSD_3;1523481860;11/04/2018 23:24;13.00;23
0972JSD_1;1523481881;11/04/2018 23:24;13.00;23
0972JSD_2;1523482198;11/04/2018 23:29;13.00;23
0972JSD_4;1523482342;11/04/2018 23:32;13.00;23
0972JSD_3;1523482760;11/04/2018 23:39;13.00;23
0972JSD_1;1523482781;11/04/2018 23:39;12.67;23
0972JSD_2;1523483098;11/04/2018 23:44;12.67;23
0972JSD_4;1523483242;11/04/2018 23:47;12.67;23
0972JSD_1;1523483640;11/04/2018 23:54;12.67;23
0972JSD_3;1523483722;11/04/2018 23:55;12.67;23
