sensor;timestamp;timestamp_str;temperature
11163323;1526061624,00;11/05/2018 18:00;21,90
13162056;1526061640,00;11/05/2018 18:00;21,20
11163323;1526061684,00;11/05/2018 18:01;21,90
0972JSD_2;1526061694,00;11/05/2018 18:01;22,00
13162056;1526061700,00;11/05/2018 18:01;21,20
11163323;1526061744,00;11/05/2018 18:02;21,70
13162056;1526061760,00;11/05/2018 18:02;21,10
0972JSD_1;1526061791,00;11/05/2018 18:03;21,33
11163323;1526061804,00;11/05/2018 18:03;21,20
13162056;1526061820,00;11/05/2018 18:03;21,10
11163323;1526061864,00;11/05/2018 18:04;20,80
13162056;1526061880,00;11/05/2018 18:04;21,10
11163323;1526061924,00;11/05/2018 18:05;20,20
13162056;1526061940,00;11/05/2018 18:05;21,30
11163323;1526061984,00;11/05/2018 18:06;19,70
13162056;1526062000,00;11/05/2018 18:06;21,50
11163323;1526062044,00;11/05/2018 18:07;19,20
13162056;1526062060,00;11/05/2018 18:07;21,90
11163323;1526062104,00;11/05/2018 18:08;18,70
13162056;1526062120,00;11/05/2018 18:08;21,30
11163323;1526062164,00;11/05/2018 18:09;18,20
13162056;1526062180,00;11/05/2018 18:09;21,50
11163323;1526062224,00;11/05/2018 18:10;17,80
13162056;1526062240,00;11/05/2018 18:10;20,00
11163323;1526062284,00;11/05/2018 18:11;17,40
13162056;1526062300,00;11/05/2018 18:11;18,70
11163323;1526062344,00;11/05/2018 18:12;17,00
13162056;1526062360,00;11/05/2018 18:12;17,70
11163323;1526062404,00;11/05/2018 18:13;16,60
13162056;1526062420,00;11/05/2018 18:13;16,90
11163323;1526062464,00;11/05/2018 18:14;16,30
13162056;1526062480,00;11/05/2018 18:14;16,10
11163323;1526062524,00;11/05/2018 18:15;16,00
13162056;1526062540,00;11/05/2018 18:15;15,60
11163323;1526062584,00;11/05/2018 18:16;15,70
13162056;1526062600,00;11/05/2018 18:16;15,00
11163323;1526062644,00;11/05/2018 18:17;15,40
0972JSD_2;1526062657,00;11/05/2018 18:17;16,33
13162056;1526062660,00;11/05/2018 18:17;14,30
0972JSD_1;1526062691,00;11/05/2018 18:18;16,67
11163323;1526062704,00;11/05/2018 18:18;15,10
13162056;1526062720,00;11/05/2018 18:18;14,00
11163323;1526062764,00;11/05/2018 18:19;14,90
13162056;1526062780,00;11/05/2018 18:19;13,60
11163323;1526062824,00;11/05/2018 18:20;14,60
13162056;1526062840,00;11/05/2018 18:20;13,40
11163323;1526062884,00;11/05/2018 18:21;14,40
13162056;1526062900,00;11/05/2018 18:21;13,20
11163323;1526062944,00;11/05/2018 18:22;14,10
13162056;1526062960,00;11/05/2018 18:22;13,00
11163323;1526063004,00;11/05/2018 18:23;13,80
13162056;1526063020,00;11/05/2018 18:23;12,80
11163323;1526063064,00;11/05/2018 18:24;13,50
13162056;1526063080,00;11/05/2018 18:24;12,60
11163323;1526063124,00;11/05/2018 18:25;13,30
13162056;1526063140,00;11/05/2018 18:25;12,40
11163323;1526063184,00;11/05/2018 18:26;13,00
13162056;1526063200,00;11/05/2018 18:26;12,20
11163323;1526063244,00;11/05/2018 18:27;12,70
13162056;1526063260,00;11/05/2018 18:27;12,10
11163323;1526063304,00;11/05/2018 18:28;12,40
13162056;1526063320,00;11/05/2018 18:28;12,00
11163323;1526063364,00;11/05/2018 18:29;12,10
13162056;1526063380,00;11/05/2018 18:29;11,80
11163323;1526063424,00;11/05/2018 18:30;11,90
13162056;1526063440,00;11/05/2018 18:30;11,50
11163323;1526063484,00;11/05/2018 18:31;11,70
13162056;1526063500,00;11/05/2018 18:31;11,30
11163323;1526063544,00;11/05/2018 18:32;11,50
0972JSD_1;1526063550,00;11/05/2018 18:32;13,00
0972JSD_2;1526063557,00;11/05/2018 18:32;12,67
13162056;1526063560,00;11/05/2018 18:32;11,10
11163323;1526063604,00;11/05/2018 18:33;11,40
13162056;1526063620,00;11/05/2018 18:33;10,80
11163323;1526063664,00;11/05/2018 18:34;11,20
13162056;1526063680,00;11/05/2018 18:34;10,60
11163323;1526063724,00;11/05/2018 18:35;11,00
13162056;1526063740,00;11/05/2018 18:35;10,40
11163323;1526063784,00;11/05/2018 18:36;10,90
13162056;1526063800,00;11/05/2018 18:36;10,10
11163323;1526063844,00;11/05/2018 18:37;10,70
13162056;1526063860,00;11/05/2018 18:37;9,90
11163323;1526063904,00;11/05/2018 18:38;10,50
13162056;1526063920,00;11/05/2018 18:38;9,80
