sensor;timestamp;timestamp_str;temperature
0972JSD_2;1524748057;26/04/2018 15:07;-9.67
0972JSD_4;1524746271;26/04/2018 14:37;-9.67
0972JSD_3;1524732140;26/04/2018 10:42;-9.33
0972JSD_1;1524747237;26/04/2018 14:53;-9.33
0972JSD_3;1524745588;26/04/2018 14:26;-9.33
0972JSD_1;1524746337;26/04/2018 14:38;-8.67
0972JSD_2;1524747157;26/04/2018 14:52;-8.67
0972JSD_4;1524745371;26/04/2018 14:22;-8.67
0972JSD_1;1524732175;26/04/2018 10:42;-8.33
0972JSD_3;1524731240;26/04/2018 10:27;-8.33
0972JSD_3;1524744872;26/04/2018 14:14;-8.33
0972JSD_1;1524749748;26/04/2018 15:35;-8.33
0972JSD_2;1524749857;26/04/2018 15:37;-8.33
0972JSD_2;1524732509;26/04/2018 10:48;-7.67
0972JSD_2;1524746257;26/04/2018 14:37;-7.67
0972JSD_1;1524745437;26/04/2018 14:23;-7.33
0972JSD_4;1524744471;26/04/2018 14:07;-7.33
0972JSD_4;1524730800;26/04/2018 10:20;-6.67
0972JSD_3;1524730340;26/04/2018 10:12;-6.67
0972JSD_3;1524743972;26/04/2018 13:59;-6.67
0972JSD_2;1524745357;26/04/2018 14:22;-6.33
0972JSD_1;1524730375;26/04/2018 10:12;-5.67
0972JSD_2;1524733409;26/04/2018 11:03;-5.67
0972JSD_4;1524743571;26/04/2018 13:52;-5.33
0972JSD_4;1524749871;26/04/2018 15:37;-5.33
0972JSD_2;1524730709;26/04/2018 10:18;-4.67
0972JSD_3;1524743072;26/04/2018 13:44;-4.67
0972JSD_4;1524733500;26/04/2018 11:05;-4.33
0972JSD_2;1524744457;26/04/2018 14:07;-4.33
0972JSD_4;1524729000;26/04/2018 09:50;-3.33
0972JSD_2;1524729809;26/04/2018 10:03;-2.67
0972JSD_1;1524728575;26/04/2018 09:42;-2.33
0972JSD_3;1524727640;26/04/2018 09:27;-2.33
0972JSD_3;1524742172;26/04/2018 13:29;-1.67
0972JSD_1;1524733810;26/04/2018 11:10;-1.33
0972JSD_2;1524734275;26/04/2018 11:17;-1.33
0972JSD_1;1524742737;26/04/2018 13:38;-1.33
0972JSD_3;1524749095;26/04/2018 15:24;-11.67
0972JSD_4;1524748971;26/04/2018 15:22;-11.67
0972JSD_3;1524748288;26/04/2018 15:11;-11.33
0972JSD_3;1524747388;26/04/2018 14:56;-10.67
0972JSD_2;1524748957;26/04/2018 15:22;-10.67
0972JSD_1;1524748137;26/04/2018 15:08;-10.33
0972JSD_4;1524747171;26/04/2018 14:52;-10.33
0972JSD_2;1524725309;26/04/2018 08:48;11.33
0972JSD_1;1524740037;26/04/2018 12:53;11.33
0972JSD_1;1524724075;26/04/2018 08:27;12.33
0972JSD_3;1524734903;26/04/2018 11:28;13.33
0972JSD_2;1524750757;26/04/2018 15:52;1.33
0972JSD_3;1524716779;26/04/2018 06:26;14.33
0972JSD_3;1524717679;26/04/2018 06:41;14.33
0972JSD_3;1524724038;26/04/2018 08:27;14.33
0972JSD_2;1524740447;26/04/2018 13:00;14.33
0972JSD_3;1524714982;26/04/2018 05:56;14.67
0972JSD_3;1524715882;26/04/2018 06:11;14.67
0972JSD_1;1524719748;26/04/2018 07:15;14.67
0972JSD_1;1524720546;26/04/2018 07:29;14.67
0972JSD_1;1524721446;26/04/2018 07:44;14.67
0972JSD_1;1524722241;26/04/2018 07:57;14.67
0972JSD_1;1524723141;26/04/2018 08:12;14.67
0972JSD_3;1524724116;26/04/2018 08:28;14.67
0972JSD_1;1524723175;26/04/2018 08:12;14.67
0972JSD_2;1524724409;26/04/2018 08:33;14.67
0972JSD_1;1524735504;26/04/2018 11:38;14.67
0972JSD_3;1524712286;26/04/2018 05:11;15.33
0972JSD_1;1524716352;26/04/2018 06:19;15.33
0972JSD_1;1524717151;26/04/2018 06:32;15.33
0972JSD_4;1524719687;26/04/2018 07:14;15.33
0972JSD_2;1524720047;26/04/2018 07:20;15.33
0972JSD_2;1524720947;26/04/2018 07:35;15.33
0972JSD_4;1524720554;26/04/2018 07:29;15.33
0972JSD_4;1524721454;26/04/2018 07:44;15.33
0972JSD_2;1524721803;26/04/2018 07:50;15.33
0972JSD_4;1524724021;26/04/2018 08:27;15.33
0972JSD_3;1524711386;26/04/2018 04:56;15.67
0972JSD_1;1524714652;26/04/2018 05:50;15.67
0972JSD_1;1524715452;26/04/2018 06:04;15.67
0972JSD_4;1524717917;26/04/2018 06:45;15.67
0972JSD_2;1524718290;26/04/2018 06:51;15.67
0972JSD_2;1524719190;26/04/2018 07:06;15.67
0972JSD_4;1524718787;26/04/2018 06:59;15.67
0972JSD_3;1524707782;26/04/2018 03:56;16.33
0972JSD_3;1524708682;26/04/2018 04:11;16.33
0972JSD_1;1524712050;26/04/2018 05:07;16.33
0972JSD_4;1524714376;26/04/2018 05:46;16.33
0972JSD_2;1524714770;26/04/2018 05:52;16.33
0972JSD_2;1524715670;26/04/2018 06:07;16.33
0972JSD_4;1524715248;26/04/2018 06:00;16.33
0972JSD_1;1524751411;26/04/2018 16:03;16.33
