sensor;timestamp;timestamp_str;temperature
dataprime;1524009915;18/04/2018 00:05;15,90
dataprime;1524011665;18/04/2018 00:34;15,40
dataprime;1524013415;18/04/2018 01:03;14,60
dataprime;1524015165;18/04/2018 01:32;14,10
dataprime;1524016915;18/04/2018 02:01;13,50
dataprime;1524018665;18/04/2018 02:31;13,00
dataprime;1524020415;18/04/2018 03:00;12,60
dataprime;1524022165;18/04/2018 03:29;12,20
dataprime;1524023915;18/04/2018 03:58;11,70
dataprime;1524025665;18/04/2018 04:27;11,40
dataprime;1524027415;18/04/2018 04:56;11,10
dataprime;1524029165;18/04/2018 05:26;10,90
dataprime;1524030915;18/04/2018 05:55;10,60
dataprime;1524032665;18/04/2018 06:24;10,40
dataprime;1524034415;18/04/2018 06:53;10,40
dataprime;1524036165;18/04/2018 07:22;10,90
dataprime;1524037915;18/04/2018 07:51;13,20
dataprime;1524039665;18/04/2018 08:21;15,10
dataprime;1524041415;18/04/2018 08:50;8,80
dataprime;1524043165;18/04/2018 09:19;7,20
dataprime;1524044915;18/04/2018 09:48;6,90
dataprime;1524046665;18/04/2018 10:17;6,80
dataprime;1524048415;18/04/2018 10:46;5,60
dataprime;1524050165;18/04/2018 11:16;-2,90
dataprime;1524051915;18/04/2018 11:45;-7,90
dataprime;1524053665;18/04/2018 12:14;3,70
dataprime;1524055415;18/04/2018 12:43;21,30
dataprime;1524057165;18/04/2018 13:12;29,00
dataprime;1524058915;18/04/2018 13:41;34,40
dataprime;1524060665;18/04/2018 14:11;37,90
dataprime;1524062415;18/04/2018 14:40;39,80
dataprime;1524064165;18/04/2018 15:09;40,20
dataprime;1524065915;18/04/2018 15:38;40,20
dataprime;1524067665;18/04/2018 16:07;39,50
dataprime;1524067875;18/04/2018 16:11;39,90
dataprime;1524069625;18/04/2018 16:40;38,20
dataprime;1524071375;18/04/2018 17:09;36,30
dataprime;1524073125;18/04/2018 17:38;34,50
dataprime;1524074875;18/04/2018 18:07;32,80
dataprime;1524076625;18/04/2018 18:37;31,40
dataprime;1524078375;18/04/2018 19:06;30,10
dataprime;1524080125;18/04/2018 19:35;29,00
dataprime;1524081875;18/04/2018 20:04;27,90
dataprime;1524083625;18/04/2018 20:33;26,70
dataprime;1524085375;18/04/2018 21:02;25,70
dataprime;1524087125;18/04/2018 21:32;24,60
dataprime;1524088875;18/04/2018 22:01;23,70
dataprime;1524090625;18/04/2018 22:30;22,90
dataprime;1524092375;18/04/2018 22:59;22,10
dataprime;1524094125;18/04/2018 23:28;21,40
dataprime;1524095875;18/04/2018 23:57;20,70
