sensor;timestamp;timestamp_str;temperature
0972JSD_3;1524002472;18/04/2018 0:01;18.33
0972JSD_1;1524002573;18/04/2018 0:02;19.00
0972JSD_2;1524002849;18/04/2018 0:07;17.33
0972JSD_4;1524003116;18/04/2018 0:11;18.00
0972JSD_3;1524003456;18/04/2018 0:17;18.00
0972JSD_1;1524003457;18/04/2018 0:17;18.67
0972JSD_2;1524003817;18/04/2018 0:23;17.00
0972JSD_4;1524004016;18/04/2018 0:26;17.67
0972JSD_3;1524004356;18/04/2018 0:32;17.67
0972JSD_1;1524004357;18/04/2018 0:32;18.33
0972JSD_2;1524004717;18/04/2018 0:38;16.67
0972JSD_4;1524004996;18/04/2018 0:43;17.33
0972JSD_1;1524005239;18/04/2018 0:47;18.00
0972JSD_3;1524005370;18/04/2018 0:49;17.00
0972JSD_2;1524005648;18/04/2018 0:54;16.00
0972JSD_4;1524005896;18/04/2018 0:58;17.00
0972JSD_1;1524006139;18/04/2018 1:02;17.67
0972JSD_3;1524006270;18/04/2018 1:04;16.67
0972JSD_2;1524006548;18/04/2018 1:09;16.00
0972JSD_4;1524006841;18/04/2018 1:14;16.67
0972JSD_1;1524007048;18/04/2018 1:17;17.33
0972JSD_3;1524007248;18/04/2018 1:20;16.33
0972JSD_2;1524007479;18/04/2018 1:24;15.67
0972JSD_4;1524007741;18/04/2018 1:29;16.33
0972JSD_1;1524007948;18/04/2018 1:32;17.00
0972JSD_3;1524008148;18/04/2018 1:35;16.33
0972JSD_2;1524008379;18/04/2018 1:39;15.33
0972JSD_4;1524008684;18/04/2018 1:44;16.00
0972JSD_1;1524008824;18/04/2018 1:47;16.67
0972JSD_3;1524009125;18/04/2018 1:52;16.00
0972JSD_2;1524009337;18/04/2018 1:55;15.00
0972JSD_4;1524009584;18/04/2018 1:59;15.67
0972JSD_1;1524009724;18/04/2018 2:02;16.33
0972JSD_3;1524010025;18/04/2018 2:07;15.67
0972JSD_2;1524010237;18/04/2018 2:10;14.67
0972JSD_4;1524010555;18/04/2018 2:15;15.33
0972JSD_1;1524010597;18/04/2018 2:16;16.00
0972JSD_3;1524010998;18/04/2018 2:23;15.33
0972JSD_2;1524011163;18/04/2018 2:26;14.33
0972JSD_4;1524011455;18/04/2018 2:30;15.33
0972JSD_1;1524011497;18/04/2018 2:31;15.67
0972JSD_3;1524011898;18/04/2018 2:38;15.00
0972JSD_2;1524012063;18/04/2018 2:41;14.00
0972JSD_4;1524012392;18/04/2018 2:46;15.00
0972JSD_1;1524012399;18/04/2018 2:46;15.67
0972JSD_3;1524012900;18/04/2018 2:55;14.67
0972JSD_2;1524012986;18/04/2018 2:56;14.00
0972JSD_4;1524013292;18/04/2018 3:01;14.67
0972JSD_1;1524013299;18/04/2018 3:01;15.33
0972JSD_3;1524013800;18/04/2018 3:10;14.33
0972JSD_2;1524013886;18/04/2018 3:11;13.67
0972JSD_1;1524014169;18/04/2018 3:16;15.00
0972JSD_4;1524014226;18/04/2018 3:17;14.33
0972JSD_3;1524014770;18/04/2018 3:26;14.00
0972JSD_2;1524014808;18/04/2018 3:26;13.33
0972JSD_1;1524015069;18/04/2018 3:31;14.67
0972JSD_4;1524015126;18/04/2018 3:32;14.00
0972JSD_3;1524015670;18/04/2018 3:41;14.00
0972JSD_2;1524015708;18/04/2018 3:41;13.00
0972JSD_1;1524015936;18/04/2018 3:45;14.33
0972JSD_4;1524016059;18/04/2018 3:47;13.67
0972JSD_3;1524016636;18/04/2018 3:57;13.67
0972JSD_2;1524016657;18/04/2018 3:57;13.00
0972JSD_1;1524016836;18/04/2018 4:00;14.33
0972JSD_4;1524016959;18/04/2018 4:02;13.67
0972JSD_3;1524017536;18/04/2018 4:12;13.33
0972JSD_2;1524017557;18/04/2018 4:12;12.67
0972JSD_1;1524017702;18/04/2018 4:15;14.00
0972JSD_4;1524017920;18/04/2018 4:18;13.33
0972JSD_2;1524018476;18/04/2018 4:27;12.33
0972JSD_3;1524018532;18/04/2018 4:28;13.33
0972JSD_1;1524018602;18/04/2018 4:30;13.67
0972JSD_4;1524018820;18/04/2018 4:33;13.00
0972JSD_2;1524019376;18/04/2018 4:42;12.00
0972JSD_3;1524019432;18/04/2018 4:43;13.00
0972JSD_1;1524019495;18/04/2018 4:44;13.67
0972JSD_4;1524019749;18/04/2018 4:49;13.00
0972JSD_2;1524020291;18/04/2018 4:58;12.00
0972JSD_3;1524020394;18/04/2018 4:59;12.67
0972JSD_1;1524020395;18/04/2018 4:59;13.33
0972JSD_4;1524020649;18/04/2018 5:04;12.67
0972JSD_2;1524021191;18/04/2018 5:13;11.67
0972JSD_1;1524021257;18/04/2018 5:14;13.00
0972JSD_3;1524021294;18/04/2018 5:14;12.33
0972JSD_4;1524021575;18/04/2018 5:19;12.33
0972JSD_2;1524022136;18/04/2018 5:28;11.67
0972JSD_1;1524022157;18/04/2018 5:29;13.00
0972JSD_3;1524022254;18/04/2018 5:30;12.33
0972JSD_4;1524022475;18/04/2018 5:34;12.33
0972JSD_1;1524023017;18/04/2018 5:43;12.67
0972JSD_2;1524023036;18/04/2018 5:43;11.33
0972JSD_3;1524023154;18/04/2018 5:45;12.00
0972JSD_4;1524023431;18/04/2018 5:50;12.00
0972JSD_1;1524023917;18/04/2018 5:58;12.67
0972JSD_2;1524023949;18/04/2018 5:59;11.33
0972JSD_3;1524024114;18/04/2018 6:01;12.00
0972JSD_4;1524024331;18/04/2018 6:05;12.00
0972JSD_1;1524024777;18/04/2018 6:12;12.33
0972JSD_2;1524024849;18/04/2018 6:14;11.33
0972JSD_3;1524025014;18/04/2018 6:16;11.67
0972JSD_4;1524025254;18/04/2018 6:20;11.67
0972JSD_1;1524025677;18/04/2018 6:27;12.33
0972JSD_2;1524025761;18/04/2018 6:29;11.00
0972JSD_3;1524026003;18/04/2018 6:33;11.67
0972JSD_4;1524026154;18/04/2018 6:35;11.67
0972JSD_1;1524026565;18/04/2018 6:42;12.00
0972JSD_2;1524026661;18/04/2018 6:44;11.00
0972JSD_3;1524026903;18/04/2018 6:48;11.33
0972JSD_4;1524027076;18/04/2018 6:51;11.33
0972JSD_1;1524027465;18/04/2018 6:57;12.00
0972JSD_2;1524027572;18/04/2018 6:59;10.67
0972JSD_3;1524027861;18/04/2018 7:04;11.33
0972JSD_4;1524027976;18/04/2018 7:06;11.33
0972JSD_1;1524028322;18/04/2018 7:12;12.00
0972JSD_2;1524028472;18/04/2018 7:14;10.67
0972JSD_3;1524028761;18/04/2018 7:19;11.33
0972JSD_4;1524028896;18/04/2018 7:21;11.33
0972JSD_1;1524029222;18/04/2018 7:27;11.67
0972JSD_2;1524029413;18/04/2018 7:30;10.67
0972JSD_3;1524029717;18/04/2018 7:35;11.00
0972JSD_4;1524029796;18/04/2018 7:36;11.00
0972JSD_1;1524030078;18/04/2018 7:41;11.67
0972JSD_2;1524030313;18/04/2018 7:45;10.67
0972JSD_3;1524030617;18/04/2018 7:50;11.00
0972JSD_4;1524030747;18/04/2018 7:52;11.00
0972JSD_1;1524030978;18/04/2018 7:56;11.67
0972JSD_2;1524031224;18/04/2018 8:00;10.67
0972JSD_3;1524031604;18/04/2018 8:06;11.00
0972JSD_4;1524031647;18/04/2018 8:07;11.00
0972JSD_1;1524031834;18/04/2018 8:10;11.67
0972JSD_2;1524032124;18/04/2018 8:15;11.00
0972JSD_3;1524032504;18/04/2018 8:21;11.00
0972JSD_4;1524032567;18/04/2018 8:22;11.00
0972JSD_1;1524032734;18/04/2018 8:25;11.67
0972JSD_2;1524033037;18/04/2018 8:30;11.33
0972JSD_3;1524033462;18/04/2018 8:37;11.33
0972JSD_4;1524033467;18/04/2018 8:37;11.33
0972JSD_1;1524033621;18/04/2018 8:40;12.00
0972JSD_2;1524033937;18/04/2018 8:45;12.67
0972JSD_3;1524034362;18/04/2018 8:52;12.00
0972JSD_4;1524034391;18/04/2018 8:53;12.00
0972JSD_1;1524034521;18/04/2018 8:55;12.33
0972JSD_2;1524034837;18/04/2018 9:00;14.33
0972JSD_3;1524035289;18/04/2018 9:08;13.00
0972JSD_4;1524035291;18/04/2018 9:08;13.00
0972JSD_1;1524035315;18/04/2018 9:08;13.33
0972JSD_2;1524035737;18/04/2018 9:15;15.33
0972JSD_4;1524036145;18/04/2018 9:22;13.67
0972JSD_3;1524036189;18/04/2018 9:23;13.67
0972JSD_1;1524036215;18/04/2018 9:23;13.33
0972JSD_1;1524036339;18/04/2018 9:25;11.33
0972JSD_2;1524036587;18/04/2018 9:29;13.33
0972JSD_4;1524037045;18/04/2018 9:37;13.00
0972JSD_3;1524037076;18/04/2018 9:37;12.67
0972JSD_1;1524037239;18/04/2018 9:40;10.00
0972JSD_2;1524037487;18/04/2018 9:44;11.00
0972JSD_4;1524037898;18/04/2018 9:51;12.00
0972JSD_3;1524037976;18/04/2018 9:52;11.33
