Hour;Decibels
09;8.6653192077305
09;4.6392033893845
09;19.756303488041404
09;6.173659197850133
09;19.168091935579845
09;3.9036378973628407
09;1.443090971301748
09;5.3521248035406295
09;5.962500100411479
09;4.361369181652587
09;6.31318826585281
09;0.5273356817402213
09;3.5688801033943007
09;3.326628435330499
09;0.006431610540489213
09;1.23351648317328
09;7.293104103763239
09;3.5646129013246535
09;0.5121849895366128
09;0.87742916890282
09;1.4974119090627718
09;-2.615365605380476
09;-1.7788216667356218
09;19.540237939541772
09;2.9271552070006726
09;13.53116272054584
09;1.3113176782845526
09;1.2251391576840907
09;3.6474475420576797
09;11.655571947720368
09;4.0763656899456056
09;9.204588803799556
09;0.8307777528935354
09;-2.4816343425128258
09;-3.383001173651408
09;-5.227911803241897
09;-1.198528935097729
09;-3.4881122319611095
09;-2.2326653965752556
09;2.760202909121171
09;0.2191838317317436
09;-1.012199867101744
09;-3.084263003903811
09;-9.484711329643485
09;-6.892962004282096
09;6.3581728827886606
09;-9.02720785150482
09;-7.241315040869161
09;-10.52215430821072
09;-2.4816343425128258
09;4.671202585581889
09;0.4848469684575904
09;-5.854906605189896
09;-3.9622750923577414
09;-2.715933283930165
09;-7.072651690131906
09;-1.6963041122102676
09;-0.3982484404209967
09;-3.5799249939817686
09;-6.551200864060609
09;-0.45569277500639627
09;-2.383728154384173
09;-3.002061542079489
09;-6.072224966520281
09;7.366426535002262
09;6.879107153409806
09;-6.4222169361116865
09;-9.826912183026481
09;-8.353681337355894
09;-8.909768137011874
09;-8.644664457432324
09;-1.7551651210963106
09;-1.1616774176298263
09;-6.078699726147768
09;-6.23555978394407
09;-9.513520276909631
09;-1.6145631180006585
09;-1.4571570533750413
09;-3.4737037857960558
09;-4.996119805924018
09;-3.302641349381881
09;1.9382002601611283
09;0.733760545905007
09;-2.559033871244907
09;-3.5653635661991157
09;-4.539448644793752
09;-5.292754171578712
09;-1.2096149476276294
09;-4.235584758894651
09;-6.415481077194767
09;-4.512364464326503
09;-9.146257227322199
09;-9.907059368875554
09;-8.421276150383507
09;-8.362101977509415
09;-9.50390667367248
09;-10.141689561942114
09;-0.054861829740965706
09;-0.31445568525665957
09;-0.4489148662441503
09;2.293702044854939
09;-3.185799533179547
09;-5.257325612719093
09;-1.4305656363819867
09;-1.2170134912078945
09;2.1592659876077542
09;-6.476292688286021
09;-5.6799331273040154
09;-3.4977311583462116
09;0.2129078996392936
09;-9.164718211185773
09;-9.907059368875554
09;-8.558064640989615
09;-6.23555978394407
09;-5.146079128679237
09;-6.907201170812107
09;-3.1072354839387426
09;1.7271966134949643
09;4.884625844555179
09;2.164282383726434
09;5.5360418739310555
09;-2.4602563114452307
09;0.03851842072076893
09;4.343827830073667
09;0.35611936012427214
09;-0.523764358819959
09;6.01577307812453
09;-3.3167685787982695
09;-4.588414015146742
09;2.8324788807843553
09;0.2785801053396893
09;-3.4641114163638616
09;-5.405907573756254
09;-6.9143295172426145
09;-4.426258285677002
09;-8.558064640989615
09;-1.5836249209524964
09;1.9459176215200504
09;-3.1164415151535545
09;-5.8738645384446455
09;-5.918261296269471
09;-1.464769577646775
09;-3.392504336128991
09;-7.458754794039639
09;-2.031184839898358
09;-1.1763992679983402
09;-1.9623613039404901
09;0.995842133380957
09;-9.43690774371978
09;0.4421493912789704
09;-4.261818211750797
09;-2.8622907717400246
