Difference, Gender, Age
"-1.4070645333966327","F","13"
"-0.40706453339663273","M","14"
"1.5929354666033673","M","14"
"0.5929354666033673","M","14"
"0.5929354666033673","F","14"
"1.5929354666033673","F","13"
"-1.4070645333966327","M","13"
"0.5929354666033673","M","13"
"2.5929354666033673","M","15"
"0.8246989479858318","M","17"
